Key,Id,English(en)
UI_SMART_GLASS_ASSENTION_FMT,99191309422551040,A{rank}
UI_SMART_GLASS_SYSTEM_HEADER_FMT,99191769298624512,System {num}:
UI_MESSAGE_BOX_ABANDON_RUN_MESSAGE,99213506199412736,You are currently in the middle of a run. Switching active system will abandon the current run. Are you sure you want to continue?
RUN_IN_PROGRESS_BANNER,99252636694339584,Run In Progress
LOCKED_DIFFICULTY_DESCRIPTION,99261101428957184,Difficulty cannot be changed in the middle of a run.
LOADOUT_SELECTION_LOCKED_MESSAGE,99312892363399168,** Weapons cannot be changed mid-run **
EVENT_HEADER_DESTINATION,99368552669110272,Destination
EVENT_HEADER_LOBBY_SYSTEM_TITLE_FMT,99368598223446016,System {Num}: {SystemName}
EVENT_OBJECTIVE_LOBBY_PLANETS_COMPLETED_FMT,99368869179678720,{Completed}/{ToComplete} Planets Completed
UI_COMMON_CANCEL_BINDING,99596914248314880,[InputAction:UI/Cancel]
UI_PLAYERHEALTH_EVAC_TAG,99604906628804608,Evac
UI_PLAYERHEALTH_READY_TAG,99604904921722880,Ready
UI_PLAYERHEALTH_DEAD_TAG,99604842866995200,Dead
MESSAGE_BOX_INCOMPLETE_LOADOUT_TITLE,106487339029618688,Empty Loadout Slots
MESSAGE_BOX_MISSING_FLAIR_MESSAGE,106487341151936512,"You have empty flair slots, are you sure you want to continue?"
MESSAGE_BOX_MISSING_MULTIPLE_MESSAGE,106487707394367488,"You have empty flair and ultimate slots, are you sure you wish to continue?"
UI_SCIENCE_TERMINAL_OUT_OF_ORDER,106876639986573312,Out of Order
UI_SCIENCE_TERMINAL_ULTIMATES,106877299511517184,Ultimates
UI_SCIENCE_TERMINAL_FLAIR,106878078557347840,Flair
UI_SCIENCE_TERMINAL_MUTATIONS,106880718389370880,Mutations
UI_BOSS_HEALTHBAR_DEFEATED,106887389748649984,Defeated
UI_BOSS_HEALTHBAR_ALIVE,106887418227974144,{current} / {max}{invulnerable: --invulnerable--|}
UI_BOSS_HEALTHBAR_FRANKENBEANS_STUNNED,106898673873444864,Stunned
UI_BOSS_HEALTHBAR_FRANKENBEANS_ENRAGED,106898677560238080,Enraged
UI_BOSS_HEALTHBAR_FRANKENBEANS_VULNERABLE,106898679623835648,Vulnerable
UI_BOSS_HEALTHBAR_MUTANT_PINHIM,106898681771319296,Pin Him!
UI_RESPAWN_DISABLED_ENRAGE,107174836495704064,[ Cannot respawn while hunters enraged ]
UI_TRADER_HEADER_INVENTORY,107210341685911552,Inventory
UI_TRADER_HEADER_STOCK,107210343497850880,Stock
UI_TRADER_CURRENCY_COUNT_WITH_NAME,107212080807927808,{count} {name}{count:|s}
UI_TRADER_CURRENCY_COUNT_ONLY,107212082384986112,{count}
UI_LOADOUT_SOLAR_SYTEM_TITLE,107214111144665088,Solar System:
UI_LOADOUT_SOLAR_SYTEM_NO_SELECTION,107214113107599360,No Solar System Chosen
UI_LOADOUT_PLANET_INDEX,107215447810629632,Planet {index}
UI_LOADOUT_PLANET_DROP_ZONE,107215449786146816,Drop Zone
UI_CINEMATIC_SKIP_FMT,107277861499428864,Hold {Button} to skip
UI_LABEL_COMING_SOON,107282489863561216,Coming Soon!
UI_LEVELUP_TEXT,107284333193060352,Level Up!
UI_XPBAR_TEAM_LEVEL,107284703369748480,Team Level
UI_XPBAR_MAX_LEVEL,107284882940485632,Max Level
UI_BOLTBURGER_DESC,107295177230508032,Change Loadout & Start Run
UI_BOLTBURGER_REVERT_CHANGES,107296001297997824,Revert Changes
UI_BOLTBUGER_UNREADY,107296734231650304,Unready
UI_BOLTBUGER_READY,107296736416882688,Ready
UI_LOADOUT_INVITE,107300099988643840,Invite to Game
UI_LOBBY_LAUNCH_FMT,107300806561095680,Launching in {seconds}...
UI_UPGRADE_GRID_PRICE,107303458900533248,Price:
UI_SKIP_BUTTON_COUNT_FMT,109114325996658688,{Current}/{Required}
UI_RANGUSTERMINAL_DIFFICULTY,109737168404996096,{Difficulty}{Ascension:cond:>0? A{}|}
PLAYER_JOINED_GAME_BANNER,111593060477952000,Joined game!
PLAYER_DISCONNECTED_BANNER,111602280011128832,Disconnected
MINION_COUNT_FMT,114031240531664896,{CurrentCount}/{MaxCount} {MinionName}
MINION_TYPE_SMALL,114031782632873984,Small Minion
MINION_TYPE_MEDIUM,114031848902877184,Medium Minion
MINION_TYPE_LARGE,114031893689655296,Large Minion
UI_INSPECT_RESOURCES_TAB,114475499987595264,Resources
UI_INSPECT_ITEMS_TAB,114475474943406080,Items
UI_INSPECT_WEAPONS_TAB,114475433012948992,Weapons
UI_INSPECT_MEAT_TAB,114475404315521024,Meat
UI_INSPECT_INSPECT_TAB,114475370446516224,Inspect
UI_INSPECT_STATS_SUBTITLE,114477124743524352,Stats
UI_INSPECT_STATS_VALUE,114477960383098880,{currentVal:0.##}
UI_INSPECT_LUCK_STAT,114481908443705344,Luck
UI_INSPECT_ABILITYDMG_STAT,114482030208544768,Ability Dmg
UI_INSPECT_MELEEDMG_STAT,114482025334763520,Melee Dmg
UI_INSPECT_MEATDURABILITY_STAT,114482023036284928,Meat Durability
UI_INSPECT_MOVESPEED_STAT,114482017218785280,Move Speed
UI_INSPECT_FLAIR_SUBTITLE,114482711002804224,Flair
UI_INSPECT_NO_MUTATION_SELECTED,114488744207118336,No mutation selected
UI_INSPECT_HEAD_ABILITY_BIND,114490544754716672,[InputAction:Gameplay/HeadAbility]
UI_INSPECT_LEGS_ABILITY_BIND,114490549532028928,[InputAction:Gameplay/LegsAbility]
UI_INSPECT_TORSO_ABILITY_BIND,114490551952142336,[InputAction:Gameplay/TorsoAbility]
UI_INSPECT_ULTIMATE_ABILITY_BIND,114490554758131712,[InputAction:Gameplay/ArtifactAbility]
UI_INSPECT_MELEE_WEAPON,114492699859415040,Melee
UI_INSPECT_SECONDARY_WEAPON,114492696814350336,Secondary
UI_INSPECT_PRIMARY_WEAPON,114492653919203328,Primary
UI_INSPECT_TOOLS_TAB,114510960764317696,Tools
UI_INSPECT_TOOL_PICKAXE,114511065781301248,Pickaxe
UI_INSPECT_TOOL_CHAINSAW,114511098043887616,Chainsaw
UI_INSPECT_TOOL_FISHINGROD,114511098949857280,Fishing Rod
UI_INSPECT_FISH_CATEGORY,114512145520979968,Fish
UI_INSPECT_ANCIENT_TECH_CATEGORY,114512142534635520,Ancient Tech
UI_INSPECT_MINERALS_CATEGORY,114512139007225856,Minerals
UI_INSPECT_FISH_REQUIREMENTS,114514054252261376,Requires fishing license
UI_INSPECT_ANCIENT_TECH_REQUIREMENTS,114514052285132800,Requires chainsawing license
UI_INSPECT_MINERALS_REQUIREMENTS,114514049730801664,Requires mining license
UI_INSPECT_ITEMS_SUBTITLE,114516146895384576,Items
UI_LOADOUT_SELECT_WEAPON,113831348626513920,Select Weapon
UI_LOADOUT_SELECT_FLAIR,113831482676469760,Select Flair
UI_FLAIR_SLOT_FMT,114059281903378432,Flair {slot}
UI_FLAIR_EQUIP,114460600094941184,Equip Flair
UI_BOLTBURGER_SELECT_PRIMARY,114874435154993152,Selecting Primary
UI_BOLTBURGER_SELECT_SECONDARY,114874437474443264,Selecting Secondary
UI_INTERACTION_ARTIFACT_CHEST_NAME,114805101426630656,Mystery Meat
UI_INTERACTION_ARTIFACT_CHEST_TEXT,114805155298271232,Pick Up
ARTIFACT_TOOLTIP_TITLE,116738349727735808,Mystery Meat
UI_INSPECT_WEAPON_STAGGER_CHANCE,116705071831379968,{StaggerChancePct}% chance to Stagger on Hit
UI_INSPECT_WEAPON_CRIT_BASE,116695515885662208,{CritChance:0.00}% / x{Damage:0.00} DMG
UI_INSPECT_WEAPON_RATE_BASE,116695514245689344,{ShotsPerSecond:0.00} rounds/s
UI_INSPECT_WEAPON_RANGE_BASE,116695512668631040,{Range}m
UI_INSPECT_TWO_BONUS_FMT,116695511330648064,{Bonus1:0.00}% / {Bonus2:0.00}
UI_INSPECT_SINGLE_BONUS_FMT,116695504263245824,{Bonus:0.00}
UI_INSPECT_WEAPON_DAMAGE_BASE,116695500194770944,{Min} - {Max}
UI_INSPECT_PASSIVE_DETAIL,116378994684653568,PASSIVE: {PassiveDetails}
UI_INSPECT_DURABILITY_VAL,116767905265152000,{DurabilityPct}%
UI_INSPECT_ABILITY_COOLDOWN,116778133167730688,COOLDOWN: {CooldownVal}s
UI_CODEX_ARTIFACTS_TITLE,117343438825840640,Artifacts
UI_HEALTHBAR_DEAD,118818718572601344,Dead
UI_HEALTHBAR_DEFEATED,118818721361813504,Defeated
UI_HEALTHBAR_SLOWED,118818723131809792,Slowed
UI_HEALTHBAR_DESTROYED,118818725145075712,Destroyed
UI_HEALTHBAR_CURRENT_FMT,118824193619910656,{current:cond:>0?{}|{deadString}}
UI_MULTIPLAYER_PLAYER_FMT,118839206027976704,Player: {name} ({status})
UI_MULTIPLAYER_PLAYER_LABEL_RESERVED,118839838944256000,Reserved
UI_MULTIPLAYER_PLAYER_LABEL_DISCONNECTED,118839841028825088,Disconnected
UI_MULTIPLAYER_OBSERVER_FMT,118840737917820928,Observer: {name}
UI_MULTIPLAYER_PLAYER_LABEL_CONNECTED,118863542965231616,Connected
UI_MEATLOCKER_HEADS,118868894116995072,Heads
UI_MEATLOCKER_BOBBLES,118868896717463552,Antenna Bobbles
UI_MEATLOCKER_MELEE,118868898902695936,Melee
CURRENCY_TRADER_TAB_BUY,118945952767664128,Buy
CURRENCY_TRADER_TAB_SELL,118945985441292288,Sell
UI_REWARD_CURRENCY,119210456084635648,"+ <sprite name=""{icon}""> {count} {name}"
UI_REWARD_PROGRESS_FLAG,119210458588635136,+ {name}
UI_REWARD_WEAPON,119210461054885888,+ Unlock Weapon: {name}
UI_REWARDS_TITLE,119244486947627008,Rewards:
CURRENCY_TRADER_HEADER_QUANTITY,119475354060447744,Quantity
CURRENCY_TRADER_HEADER_TOTAL_COST,119475407915311104,Total Cost
CURRENCY_TRADER_QUANTITY_MIN,119524518509142016,Min
CURRENCY_TRADER_QUANTITY_MAX,119524614583869440,Max
UI_TRADER_CURRENCY_COUNT_AND_QUANTITY,119577683216556032,{count} ({HaveQuantity})
CURRENCY_TRADER_HEADER_TOTAL_EARNINGS,119582439590846464,Total Earnings
UI_INSPECT_NO_FLAIR_MSG,119689766609285120,I'm noticing a distinct lack of flair
UI_INSPECT_NO_FLAIR_TITLE,119689764675710976,Empty
UI_INSPECT_HEALTH_STAT,119964566292459520,Health
UI_SHRINE,120241898113720320,Shrine
MESSAGE_BOX_TITLE_QUEST_RESOURCE,120315727867535360,Quest Resource
MESSAGE_BOX_MESSAGE_QUEST_RESOURCE,120315782422847488,This is needed for an active quest.<br>Are you sure you want to sell this?
UI_INSPECT_WEAPON_BONUS_HELP,120347674015625216,Bonus from Weapon Ranks and Level Upgrades
HARVESTER_CORE_EXPOSED_ANNOUNCEMENT,121364263652548608,Harvester Core Breached!
HARVESTER_BOLT_BURGER_ANNOUNCEMENT,121386134288719872,Bolt Burgers are arriving!
SHRINE_REWARD_ANNOUNCEMENT_ITEM_FOR_PLANET,121420383809167360,<color={RewardColor}>{ItemDescription}</color> for planet duration
UI_UPGRADEGRID_REFUND_FMT,121792385816453120,[InputAction:UI/Submit] Refund Points ({points})
UI_UPGRADEGRID_ACTIVATE,121792391482957824,[InputAction:UI/Submit] Activate
TRADER_TERMINAL_ACTION_UNAVAILABLE_NO_SPACE,122837464526086144,Currency cap reached
SHRINE_REWARD_LIST,124328309829918720,{rewards:list:|<br>}
SHRINE_REWARD_ANNOUNCEMENT_ITEM_SECONDS,124636897391665152,<color={RewardColor}>{ItemDescription}</color> for {Seconds}s
SHRINE_REWARD_ANNOUNCEMENT_HUNTER_TIMER_SECONDS,124705097009586176,Hunter Arrival Advanced <color={RewardColor}>{Seconds}s</color>
SHRINE_REWARD_ANNOUNCEMENT_CURRENCY,124707854831575040,Awarded <color={RewardColor}>{Amount} {CurrencyName}{Amount:|s}</color>
SHRINE_REWARD_ANNOUNCEMENT_ITEM_REMOVED,124941545432408064,<color={RewardColor}>Removed random item from inventory</color>
SHRINE_REWARD_ANNOUNCEMENT_ITEM_PERMANENT,124968189224280064,<color={RewardColor}>{ItemDescription}</color>
UI_FLAIRTERMINAL_TITLE,124008353355522048,Flair:
UI_FLAIRTERMINAL_UNLOCK,124021058997051392,Purchase Random
UI_FLAIRTERMINAL_MAXRANK,124021102433263616,Max Rank
UI_CURRENCY_COST,124979449743532032,<color=#{costColor}>{cost}</color> {currency} ({have})
UI_FLAIRTERMINAL_NEXT_RANK,125050191940149248,Next Rank
UI_OPTS_VIDEO_MAX_FRAMERATE,125319872685993984,Target Framerate
UI_OPTS_VIDEO_MAX_FRAMERATE_TITLE,125319873696821248,Target Framerate
UI_OPTS_VIDEO_MAX_FRAMERATE_MESSAGE,125319874451795968,The target framerate to render at. The game will cap to this maximum framerate if Vsync is disabled.
UI_OPTS_VIDEO_VSYNC,125319825374244864,Vsync
UI_OPTS_VIDEO_VSYNC_TITLE,125319826980663296,Vsync
UI_OPTS_VIDEO_VSYNC_MESSAGE,125319828494807040,Enable Vsync to lock the game's framerate to match your monitor.
UI_OPTS_VIDEO_SHADOW_DIST,125319774736412672,Shadow Distance
UI_OPTS_VIDEO_SHADOW_DIST_TITLE,125319776976171008,Shadow Distance
UI_OPTS_VIDEO_SHADOW_DIST_MESSAGE,125319779064934400,Maximum distance (in meters) at which shadows should be rendered .
UI_OPTS_VIDEO_UPSCALE,125319726942318592,Upscaling Mode
UI_OPTS_VIDEO_UPSCALE_TITLE,125319728750063616,Upscaling Mode
UI_OPTS_VIDEO_UPSCALE_MESSAGE,125319730742358016,"The upscaling algorithm used when running at a Render Scale of less than full.<br><br>Valid values: Auto, Linear, Point, FSR"
UI_OPTS_VIDEO_RENDER_SCALE,125319683069898752,Render Scale
UI_OPTS_VIDEO_RENDER_SCALE_TITLE,125319685288685568,Render / Resolution Scaling
UI_OPTS_VIDEO_RENDER_SCALE_MESSAGE,125319687503278080,The fractional resolution to render the game at. Rendering at half resolution with advanced upscaling techniques like FSR can improve performance on weaker hardware.
UI_OPTS_VIDEO_LOD_BIAS_MESSAGE,125319668360474624,"Determines at what distances the game will swap to lower-detail models. Close means that the game will swap to low-detail models at closer distances. Far will keep high detail models visible further into the distance.<br><br>Valid values: Close, Medium, Far"
UI_OPTS_VIDEO_AF,125319437740863488,AF
UI_OPTS_VIDEO_AF_TITLE,125319439431168000,Anisotropic Filtering (AF)
UI_OPTS_VIDEO_AA,125319516908351488,MSAA
UI_OPTS_VIDEO_AA_TITLE,125319517587828736,Multisample anti-aliasing level (MSAA)
UI_OPTS_VIDEO_MIP_LEVEL,125319559472148480,Texture Detail
UI_OPTS_VIDEO_MIP_LEVEL_TITLE,125319560499752960,Texture Detail
UI_OPTS_VIDEO_LOD_BIAS,125319601973030912,LOD Bias
UI_OPTS_VIDEO_LOD_BIAS_TITLE,125319602748977152,LOD Bias Level
UI_OPTS_VIDEO_AA_MESSAGE,125319518418300928,"Smooths out lines and edges. A higher value provides much smoother lines at the cost of performance.<br><br>Valid values: off (0), 2x, 4x, and 8x."
UI_OPTS_VIDEO_MIP_LEVEL_MESSAGE,125319561854513152,"Influence the maximum texture resolution that will be displayed for objects when you get close to them.<br><br>Valid values: Low, Medium, High"
UI_OPTS_VIDEO_AF_MESSAGE,125319441167609856,"Enable/Disable Anisotropic Filtering. Enabling this improves the visual quality of textures on large, low-angle surfaces such as floors."
UI_FLAIRTERMINAL_UPGRADE,126464563497394176,Upgrade
UI_REQUIREMENT_LIFETIME_SHRINES_COMPLETED_TOTAL,126780333691494400,Completed {Count} shrine events
UI_REQUIREMENT_LIFETIME_SHRINES_COMPLETED_UNIQUE,126780373466079232,Completed {Count} {Type} shrine events
UI_OPTS_VIDEO_REFLECTION_PROBES,126920473559625728,Reflection Probes
UI_OPTS_VIDEO_REFLECTION_PROBES_TITLE,126920475723886592,Reflection Probes
UI_OPTS_VIDEO_REFLECTION_PROBES_MESSAGE,126920477464522752,Enables/Disables most reflections on shiny objects.
UI_OPTS_VIDEO_PARTICLES,126920735510687744,Particle FX
UI_OPTS_VIDEO_PARTICLES_TITLE,126920737293266944,Particle FX Quality
UI_OPTS_VIDEO_PARTICLES_MESSAGE,126920738727718912,"Sets the budget for simulating particle effects.Valid values: Very Low, Low, Medium, High, Very High, Ultra"
CURRENCY_CHANGE_POSITIVE_FMT,127527940227325952,+{Count}
CURRENCY_CHANGE_NEGATIVE_FMT,127527981511860224,-{Count}
UI_RUNINFO_TIME_FMT,127528100000000000,Time in system: {time}
UI_RUNINFO_ENEMY_HEALTH_FMT,127528200000000000,> Enemy Health: +{percent}%
RANGUS_FILE_CONSUMED_PROMPT,129670008638791680,Rangus File Already Discovered
RANGUS_FILE_MARKER_TEXT_FMT,130476658312339456,Rangus File: {TextName}
RAW_TEXT_FMT,130499560646631424,{Text}
UI_INTERACTION_WEAPON,131103886683398144,Claim Weapon: {Text}
UI_INTERACTION_WEAPON_TITLE,131105138871885824,Weapon
RANGUS_FILE_MARKER_CLAIMED_TEXT_FMT,131574576540803072,Rangus File: {TextName}<br>(Already Discovered)
ANNOUNCE_VOLCANO_APPEASED,131660659371732992,{PlayerName}'s sacrifice has appeased the volcano... for now
UI_INSPECT_MUTATION_SUBTITLE,132645578322468864,Mutations
UI_INTERACTION_MUTATION,133755069285785600,Claim Mutation:<color={RewardColor}>{TextName}</color><br><br>{Description}
QUEST_COMPLETED_NOTIFICATION_TITLE,135081004761079808,Quests Completed!
QUESTS_COMPLETED_TOAST_DESCRIPTION,135081248315924480,Speak to Carl to claim your rewards
UI_CODEX_ENEMIES_TAB,135116477412704256,Creatures
IA_CharacterMovement,139445879047122944,Character Movement
IA_Jump,139445879143591936,Jump
IA_CameraMovement,139445879143591937,Camera Movement
IA_RangedFire,139445879143591938,Shoot
IA_MeleeFire,139445879143591939,Melee
IA_TorsoAbility,139445879143591940,Torso Ability
IA_HeadAbility,139445879143591941,Head Ability
IA_LegsAbility,139445879143591942,Legs Ability
IA_ItemRewardInit,139445879143591943,Start Reward Selection
IA_MarkTarget,139445879143591944,Mark Target
IA_ArtifactAbility,139445879143591945,Use Artifact
IA_PrimaryAimAssist,139445879143591946,Aim Assist
IA_WeaponSwitch,139445879143591947,Weapon Switch
IA_WeaponSelectPrimary,139445879143591948,Weapon Select (Primary)
IA_WeaponSelectSecondary,139445879143591949,Weapon Select (Secondary)
IA_Toggle Console,139445879147786240,Toggle Console
IA_ProfilerToggle,139445879147786241,Toggle Profiler
IA_ProfilerMode,139445879147786242,Profiler Mode
IA_ToggleOptionsMenu,139445879147786243,Toggle Options Menu
IA_PushToTalk,139445879147786244,Push-To-Talk
IA_BugShot,139445879147786245,BugShot
IA_Navigate,139445879147786246,Navigate
IA_Submit,139445879147786247,Submit
IA_Cancel,139445879147786248,Cancel
IA_Point,139445879147786249,Point
IA_Click,139445879147786250,Click
IA_ScrollWheel,139445879147786251,Scroll Wheel
IA_MiddleClick,139445879147786252,Middle Click
IA_RightClick,139445879147786253,Right Click
IA_Revert,139445879147786254,Revert
IA_PreviousTab,139445879147786255,Previous Tab
IA_NextTab,139445879147786256,Next Tab
IA_Interact,139445879147786257,Interact
IA_SubActionThingOnController,139445879147786258,Secondary Action
IA_PreviousSubTab,139445879147786259,Previous Subtab
IA_NextSubTab,139445879147786260,Next Subtab
IA_MinQuantity,139445879147786261,Min Quantity
IA_MaxQuantity,139445879147786262,Max Quantity
IA_SubtractQuantity,139445879147786263,Subtract Quantity
IA_AddQuantity,139445879147786264,Add Quantity
IA_CameraRotation,139445879147786265,Camera Rotation
IA_WarpSpeed,139445879147786266,Warp Speed
IA_Adjust,139445879147786267,Adjust
IA_Modify,139445879147786268,Modify
IA_ToggleZoom,139445879147786269,Toggle Zoom
IA_ElevationMovement,139445879147786270,Elevation Movement
IA_FollowNextPlayer,139445879147786271,Follow Next Player
IA_ShowHelp,139445879147786272,Show Help
IA_StopFollow,139445879147786273,Stop Follow
IA_ExitScreen,139445879147786274,Exit Screen
IA_ItemRewardSelect1,139445879147786275,Select Reward 1
IA_ItemRewardSelect2,139445879147786276,Select Reward 2
IA_ItemRewardSelect3,139445879147786277,Select Reward 3
IA_ItemRewardSelect4,139445879147786278,Select Reward 4
IA_ItemRewardSelect5,139445879147786279,Select Reward 5
IA_ItemRewardSelect6,139445879147786280,Select Reward 6
IA_SkipCinematic,139445879147786281,Skip Cinematic
IA_ToggleMeatControls,139445879147786282,Toggle Meat Controls
IA_ToggleInspectionOverlay,139445879147786283,Toggle Inspection Overlay
LE_EMSAALevel_Off,139459172264505344,Off
LE_EMSAALevel_MSAA2,139459172264505345,MSAAx2
LE_EMSAALevel_MSAA4,139459172264505346,MSAAx4
LE_EMSAALevel_MSAA8,139459172264505347,MSAAx8
LE_ELODBias_Close,139459172264505348,Close
LE_ELODBias_Medium,139459172264505349,Medium
LE_ELODBias_Far,139459172264505350,Far
LE_EShadowDistance_Close,139459172264505351,Close
LE_EShadowDistance_Medium,139459172264505352,Medium
LE_EShadowDistance_Far,139459172264505353,Far
LE_ERenderScale_Half,139459172264505354,Half
LE_ERenderScale_Normal,139459172264505355,Normal
LE_EMipDetailLevel_Low,139459172264505356,Low
LE_EMipDetailLevel_Medium,139459172264505357,Medium
LE_EMipDetailLevel_High,139459172264505358,High
LE_EParticlesQuality_VeryLow,139459172264505359,Very Low
LE_EParticlesQuality_Low,139459172264505360,Low
LE_EParticlesQuality_Medium,139459172264505361,Medium
LE_EParticlesQuality_High,139459172264505362,High
LE_EParticlesQuality_VeryHigh,139459172264505363,Very High
LE_EParticlesQuality_Ultra,139459172264505364,Ultra
LE_EWindowStyle_FullScreen,139459172264505365,Fullscreen
LE_EWindowStyle_FullScreenWindowed,139459172264505366,Fullscreen (Windowed)
LE_EWindowStyle_Windowed,139459172264505367,Windowed
LE_EFrameLimit_Thirty,139459172264505368,30Hz
LE_EFrameLimit_Sixty,139459172264505369,60Hz
LE_EFrameLimit_OneTwenty,139459172264505370,120Hz
IB_up,139484177383747584,Up
IB_down,139484177383747585,Down
IB_left,139484177383747586,Left
IB_right,139484177383747587,Right
UI_INPUT_BINDING,139486680678592512,{ActionTxt}
UI_INPUT_ACTIONBINDING,139496731506044928,{ActionTxt} {BindingTxt}
LE_EVoiceChatActivationType_PushToTalk,139509073585303552,Push-To-Talk
LE_EVoiceChatActivationType_Toggle,139509073585303553,Toggle
LE_EVoiceChatActivationType_OpenMic,139509073585303554,Open Mic
UI_True,139510449321209856,True
UI_False,139510450587889664,False
LE_AnisotropicFiltering_Disable,139512957397561344,Disable
LE_AnisotropicFiltering_Enable,139512957397561345,Enable
LE_AnisotropicFiltering_ForceEnable,139512957397561346,Force Enable
LE_UpscalingFilterSelection_Auto,139512957397561347,Auto
LE_UpscalingFilterSelection_Linear,139512957397561348,Linear
LE_UpscalingFilterSelection_Point,139512957397561349,Point
LE_UpscalingFilterSelection_FSR,139512957397561350,FSR
UI_MODE_SELECT_CONTINUE_RUN_LBL,140158990804774912,Continue Run
UI_REQUIREMENT_KILL_ENEMIES,136597475844677632,Kill {Count} Enemies
UI_REQUIREMENT_KILL_ENEMIES_SHINY,136597477987966976,Kill {Count} Shiny Enemies
UI_REQUIREMENT_COMPLETE_EVENT,136597483742552064,Complete {Event} {Count} times.
UI_REQUIREMENT_SELL_TO_MIKE,136944070914203648,Sell {Count} {Category} to Trader Mike
UI_REQUIREMENT_GATHER_MINERALS,136944068905132032,Use your pickaxe to gather {Count:p:{} Mineral|{} Minerals}
UI_REQUIREMENT_GATHER_TECH,136973328260784128,Use your chainsaw to gather {Count} Ancient Tech
UI_REQUIREMENT_GATHER_FISH,136973330114666496,Use your fishing rod to gather {Count} Fish
UI_CARLTERMINAL_CHALLENGES,139166315988377600,Challenges
UI_REQUIREMENT_EQUIP_FLAIR,140282578621947904,Equip {Count} {Count:p:piece|pieces} of Flair
UI_REQUIREMENT_COLLECT_CURRENCY,140348598019678208,Collect {Count} Samples
UI_REQUIREMENT_EQUIP_ARTIFACT,140351594451427328,Collect {Count} Artifacts from Mystery Meat
END_STAGE_EMPLOYEE_PAYCHECK,139153944297332736,Employee Paycheck
END_STAGE_PLANET_CONSUMPTION,139154114636406784,Planet Consumption
END_STAGE_COLLECTED,139159828419305472,Collected
END_STAGE_RANGUS_MEAT_CORP,139165149061701632,Rangus Meat Corporation
END_STAGE_ROX_1,139165587479715840,ROX-1
END_STAGE_RANGUS_EFFORT_HEADER,139484643088916480,Total Rangus Effort Points Earned
END_STAGE_SUCCESS,140216425350422528,Success!
END_STAGE_FAILURE,140219057079050240,Failure!
END_STAGE_CURRENCY_FMT,140231091493527552,<color=#{ColorStr}>{Have}/{Total}</color>
END_STAGE_CONTINUE,140249455477645312,Continue
END_STAGE_BANKED_TIME,141631395652952064,Banked Time
END_STAGE_TIME_FMT,141631639568506880,<color=#80FF00>{SecondsRemaining:secondstotime()}</color>
UI_OBJECTIVES_TITLE,141649218399887360,Objectives:
END_STAGE_TAB_DATA,141691025213087744,Data
END_STAGE_TAB_STATS,141691065801367552,Stats
END_STAGE_HEADER_OVERVIEW,141982115854016512,Overview
END_STAGE_HEADER_DETAILS,142119018918043648,Details
END_STAGE_STAT_ACCURACY,142123586842255360,Accuracy
END_STAGE_STAT_WEAKPOINT,142123643654103040,Weakpoint Hits
END_STAGE_STAT_RESOURCES,142123729591197696,Resources Gathered
END_STAGE_STAT_DAMAGE_RECV,142123785182502912,Damage Taken
END_STAGE_STAT_HEALING_RECV,142123835145052160,Healing Received
END_STAGE_STAT_DEATHS,142123911540105216,Deaths
END_STAGE_STAT_PERCENT_FMT,142124716963913728,{Value}%
END_STAGE_STAT_INTEGER_FMT,142124898896044032,{Value:N0}
UI_REWARD_MUTATION,142336902256648192,+ Unlock Mutation: {name}
UI_REWARD_ITEM,142336904211193856,+ Unlock Item: {name}
UI_REWARD_FLAIR,142336905540788224,+ {count}x {name} Flair
UI_REWARD_ARTIFACT,142336906761330688,+ Unlock Artifact: {name}
UI_CARLTERMINAL_CLAIM_BTN_CLAIMED,142385861473853440,Claimed
UI_CARLTERMINAL_CLAIM_BTN_LOCKED,142385863298375680,Locked
END_STAGE_WAITING,142327585608556544,Waiting for host...
END_STAGE_RUN_FAILED,142733138839199744,Run Failed!
END_STAGE_RUN_FAILED_HARVESTER,142745765409710080,Harvester Destroyed
END_STAGE_MEAT_CORE_SECURED,144127700346331136,Meat core secured
UI_REQUIREMENT_FULL_VERSION,145016599318880256,Requires Full Version
UI_REWARD_UI_SURPRISE_ME,145620353626861568,Surprise Me
UI_REWARD_UI_SURPRISE_ME_KEY,145639277600894976,[InputAction:LevelUpScreen/SurpriseMe]
IA_SurpriseMe,145669286033088512,SurpriseMe
END_STAGE_HEADER_PLANET_STATS,144853505636556800,Planet Stats
UI_ATTRIBUTE_FORMAT_ADD,145644464880214016,{value:+#.##;-#.##;+0} {name}
UI_ATTRIBUTE_FORMAT_MODIFY,145644467124166656,{value:+#.##;-#.##;+0}% {name}
UI_ATTRIBUTE_FORMAT_MULTIPLY,145644469351342080,{value:0.##}x {name}
LEVEL_UP_EXIT,146737720124760064,[InputAction:Cancel] Exit Upgrade Select
UI_MAX_STACKS_FMT,150353972479123456,Max Stacks: {count}
UI_UPGRADE_COUNT_FMT,152141631115485184,+{Count}
UI_OPTS_KEYWORD_POPUPS,152564154714021888,Keyword Popups
UI_OPTS_KEYWORD_POPUPS_HELP_TITLE,152564181515624448,Keyword Popups	
UI_OPTS_KEYWORD_POPUPS_HELP_MESSAGE,152564183084294144,Show popup descriptions for keywords referenced in descriptions.
UI_LEADERBOARD_RANK_TITLE,152933007226822656,Employees of the Month
UI_LEADERBOARD_RANK_NAME,152933011416932352,Name
