Key,Id,Korean(ko)
WEAPON_RATE_FMT,58682157948723200,초당 {ShotsPerSecond:0.00}발
WEAPON_SWITCH_CHARGED,37939439253577728,충전됨
WISHLIST_ON_STEAM,45665676281503744,<b>STEAM</b>에서<br>찜 목록 추가
UI_CODEX_VIEW_FULL_FILE,98555893498441728,[InputAction:UI/Interact] 전체 파일 보기
UI_SMART_GLASS_ASSENTION_FMT,99191309422551040,A {rank}
UI_SMART_GLASS_SYSTEM_HEADER_FMT,99191769298624512,행성계 {num}:
UI_CODEX_EXIT_TERMINAL,94230730657165312,터미널 나가기
UI_CODEX_FAQ_TAB,96055162325364736,자주 묻는 질문
UI_CODEX_ITEMS_RESOURCES_TAB,96055160647643136,아이템 & 자원
UI_CODEX_MEAT_PARTS_TAB,96055158953144320,고기 부위
UI_CODEX_RANGUS_FILES_TAB,96055117706358784,랭거스 파일
UI_CODEX_TITLE_BAR,94228823121260544,도감
UI_RUNINFO_MODE_CLIENT,89516919760084992,고객
UI_RUNINFO_PROGRESS_FMT,91309503138488320,{current}/{total}
UI_COMMON_CANCEL_BINDING,99596914248314880,[InputAction:UI/Cancel]
UI_BOSS_HEALTHBAR_ALIVE,106887418227974144,{current} / {max}{invulnerable: --invulnerable--|}
UI_TRADER_CURRENCY_COUNT_ONLY,107212082384986112,{count}
UI_TRADER_CURRENCY_COUNT_WITH_NAME,107212080807927808,{count} {name}{count:|s}
UI_LOADOUT_PLANET_INDEX,107215447810629632,행성 {index}
UI_LOBBY_LAUNCH_FMT,107300806561095680,{seconds}초 후 발사...
UI_SKIP_BUTTON_COUNT_FMT,109114325996658688,{Current}/{Required}
UI_RANGUSTERMINAL_DIFFICULTY,109737168404996096,{Difficulty}{Ascension:cond:>0? A{}|}
MINION_COUNT_FMT,114031240531664896,{CurrentCount}/{MaxCount} {MinionName}
UI_INSPECT_STATS_VALUE,114477960383098880,{currentVal:0.##}
UI_INSPECT_ULTIMATE_ABILITY_BIND,114490554758131712,[InputAction:Gameplay/ArtifactAbility]
UI_INSPECT_TORSO_ABILITY_BIND,114490551952142336,[InputAction:Gameplay/TorsoAbility]
UI_INSPECT_LEGS_ABILITY_BIND,114490549532028928,[InputAction:Gameplay/LegsAbility]
UI_INSPECT_HEAD_ABILITY_BIND,114490544754716672,[InputAction:Gameplay/HeadAbility]
UI_FLAIR_SLOT_FMT,114059281903378432,재능 {slot}
UI_INTERACTION_ARTIFACT_CHEST_TEXT,114805155298271232,획득
UI_INSPECT_PASSIVE_DETAIL,116378994684653568,패시브: {PassiveDetails}
UI_INSPECT_WEAPON_DAMAGE_BASE,116695500194770944,{Min} - {Max}
UI_INSPECT_SINGLE_BONUS_FMT,116695504263245824,{Bonus:0.00}
UI_INSPECT_TWO_BONUS_FMT,116695511330648064,{Bonus1:0.00}% / {Bonus2:0.00}
UI_INSPECT_WEAPON_RANGE_BASE,116695512668631040,{Range}m
UI_INSPECT_WEAPON_RATE_BASE,116695514245689344,초당 {ShotsPerSecond:0.00}발
UI_INSPECT_WEAPON_CRIT_BASE,116695515885662208,{CritChance:0.00}% / 피해 {Damage:0.00}x
UI_INSPECT_WEAPON_STAGGER_CHANCE,116705071831379968,공격 시 경직 확률 {StaggerChancePct}%
ARTIFACT_TOOLTIP_TITLE,116738349727735808,정체불명의 고기
UI_INSPECT_DURABILITY_VAL,116767905265152000,{DurabilityPct}%
UI_INSPECT_ABILITY_COOLDOWN,116778133167730688,쿨다운: {CooldownVal}초
UI_HEALTHBAR_CURRENT_FMT,118824193619910656,{current:cond:>0?{}|{deadString}}
UI_MULTIPLAYER_PLAYER_FMT,118839206027976704,플레이어: {name} ({status})
UI_MULTIPLAYER_OBSERVER_FMT,118840737917820928,관전자: {name}
UI_REWARD_WEAPON,119210461054885888,+ 무기 잠금 해제: {name}
UI_REWARD_PROGRESS_FLAG,119210458588635136,+ {name}
UI_REWARD_CURRENCY,119210456084635648,"+ <sprite name=""{icon}""> {count} {name}"
UI_TRADER_CURRENCY_COUNT_AND_QUANTITY,119577683216556032,{count} ({HaveQuantity})
SHRINE_REWARD_ANNOUNCEMENT_ITEM_FOR_PLANET,121420383809167360,<color={RewardColor}>{ItemDescription}</color> 행성 지속 시간
UI_UPGRADEGRID_REFUND_FMT,121792385816453120,[InputAction:UI/Submit] 점수 환불 ({points})
SHRINE_REWARD_LIST,124328309829918720,{rewards:list:|<br>}
SHRINE_REWARD_ANNOUNCEMENT_ITEM_SECONDS,124636897391665152,<color={RewardColor}>{ItemDescription}</color> {Seconds}초
SHRINE_REWARD_ANNOUNCEMENT_CURRENCY,124707854831575040,<color={RewardColor}>{Amount} {CurrencyName}{Amount:|s}</color> 수상
SHRINE_REWARD_ANNOUNCEMENT_HUNTER_TIMER_SECONDS,124705097009586176,헌터 도착 가속 <color={RewardColor}>{Seconds}초</color>
SHRINE_REWARD_ANNOUNCEMENT_ITEM_REMOVED,124941545432408064,<color={RewardColor}>인벤토리에서 무작위 아이템을 제거했습니다</color>
SHRINE_REWARD_ANNOUNCEMENT_ITEM_PERMANENT,124968189224280064,<color={RewardColor}>{ItemDescription}</color>
UI_CURRENCY_COST,124979449743532032,<color=#{costColor}>{cost}</color> {currency} ({have})
UI_REQUIREMENT_LIFETIME_SHRINES_COMPLETED_TOTAL,126780333691494400,{Count} 신전 이벤트 완료
UI_REQUIREMENT_LIFETIME_SHRINES_COMPLETED_UNIQUE,126780373466079232,{Count} {Type} 신전 이벤트 완료
CURRENCY_CHANGE_POSITIVE_FMT,127527940227325952,+{Count}
CURRENCY_CHANGE_NEGATIVE_FMT,127527981511860224,-{Count}
CURRENCY_TRADER_HEADER_QUANTITY,119475354060447744,수량
CURRENCY_TRADER_HEADER_TOTAL_COST,119475407915311104,총 비용
CURRENCY_TRADER_HEADER_TOTAL_EARNINGS,119582439590846464,총 수익
CURRENCY_TRADER_QUANTITY_MAX,119524614583869440,최대
CURRENCY_TRADER_QUANTITY_MIN,119524518509142016,최소
CURRENCY_TRADER_TAB_BUY,118945952767664128,구매
CURRENCY_TRADER_TAB_SELL,118945985441292288,판매
EVENT_HEADER_DESTINATION,99368552669110272,목적지
EVENT_HEADER_LOBBY_SYSTEM_TITLE_FMT,99368598223446016,행성계 {Num}: {SystemName}
EVENT_OBJECTIVE_LOBBY_PLANETS_COMPLETED_FMT,99368869179678720,{Completed}/{ToComplete} 행성 완료
HARVESTER_BOLT_BURGER_ANNOUNCEMENT,121386134288719872,볼트 버거가 접근 중입니다!
HARVESTER_CORE_EXPOSED_ANNOUNCEMENT,121364263652548608,수확기 코어가 뚫렸습니다!
LOADOUT_SELECTION_LOCKED_MESSAGE,99312892363399168,**런 도중에는 무기를 변경할 수 없습니다**
LOCKED_DIFFICULTY_DESCRIPTION,99261101428957184,런 도중에는 난이도를 변경할 수 없습니다.
MESSAGE_BOX_TITLE_QUEST_RESOURCE,120315727867535360,퀘스트 자원
MESSAGE_BOX_INCOMPLETE_LOADOUT_TITLE,106487339029618688,빈 로드아웃 슬롯
MESSAGE_BOX_MESSAGE_QUEST_RESOURCE,120315782422847488,진행 중인 퀘스트에 필요합니다.<br>정말로 판매하시겠습니까?
MESSAGE_BOX_MISSING_FLAIR_MESSAGE,106487341151936512,빈 재능 슬롯이 있습니다. 정말로 계속하시겠습니까?
MESSAGE_BOX_MISSING_MULTIPLE_MESSAGE,106487707394367488,빈 재능 슬롯과 궁극기 슬롯이 있습니다. 정말로 계속하시겠습니까?
MINION_TYPE_LARGE,114031893689655296,대형 하수인
MINION_TYPE_MEDIUM,114031848902877184,중형 하수인
MINION_TYPE_SMALL,114031782632873984,소형 하수인
PLAYER_DISCONNECTED_BANNER,111602280011128832,연결 끊김
PLAYER_JOINED_GAME_BANNER,111593060477952000,게임에 참여했습니다!
RUN_IN_PROGRESS_BANNER,99252636694339584,런 진행 중
TRADER_TERMINAL_ACTION_UNAVAILABLE_NO_SPACE,122837464526086144,화폐 한도에 도달했습니다
UI_BOLTBUGER_READY,107296736416882688,준비
UI_BOLTBUGER_UNREADY,107296734231650304,준비되지 않음
UI_BOLTBURGER_DESC,107295177230508032,로드아웃 변경 & 런 시작
UI_BOLTBURGER_REVERT_CHANGES,107296001297997824,변경 사항 되돌리기
UI_BOLTBURGER_SELECT_PRIMARY,114874435154993152,주요 선택
UI_BOLTBURGER_SELECT_SECONDARY,114874437474443264,보조 선택
UI_BOSS_HEALTHBAR_DEFEATED,106887389748649984,패배
UI_BOSS_HEALTHBAR_FRANKENBEANS_ENRAGED,106898677560238080,분노
UI_BOSS_HEALTHBAR_FRANKENBEANS_STUNNED,106898673873444864,기절
UI_BOSS_HEALTHBAR_FRANKENBEANS_VULNERABLE,106898679623835648,취약
UI_BOSS_HEALTHBAR_MUTANT_PINHIM,106898681771319296,놈을 고정해!
UI_CINEMATIC_SKIP_FMT,107277861499428864,{Button} 길게 눌러 건너뛰기
UI_CODEX_ABILITY,97612639328202752,능력
UI_CODEX_ARTIFACTS_TITLE,117343438825840640,유물
UI_CODEX_CHAINSAWING_TITLE,97078979487264768,전기톱
UI_CODEX_CLOSE_BTN,98649606463614976,닫기
UI_CODEX_CURRENCY_TITLE,97079007689764864,화폐
UI_CODEX_EFFECTS,97578193359138816,효과
UI_CODEX_FAQ_TITLE,97079108843794432,FAQ (튜토리얼)
UI_CODEX_FISHING_TITLE,97078902005886976,낚시
UI_CODEX_HEADS_TITLE,97078659881299968,머리
UI_CODEX_ITEMS_TITLE,97078839842107392,아이템
UI_CODEX_LEGS_TITLE,97078776701054976,다리
UI_CODEX_MINING_TITLE,97078943839875072,채굴
UI_CODEX_MISCELLANEOUS_TITLE,97079047565012992,기타
UI_CODEX_TORSOS_TITLE,97078734208561152,몸통
UI_FLAIR_EQUIP,114460600094941184,재능 장착
UI_FLAIRTERMINAL_MAXRANK,124021102433263616,최대 등급
UI_FLAIRTERMINAL_NEXT_RANK,125050191940149248,다음 등급
UI_FLAIRTERMINAL_TITLE,124008353355522048,재능:
UI_FLAIRTERMINAL_UNLOCK,124021058997051392,무작위 구매
UI_FLAIRTERMINAL_UPGRADE,126464563497394176,업그레이드
UI_HEALTHBAR_DEAD,118818718572601344,사망
UI_HEALTHBAR_DEFEATED,118818721361813504,패배
UI_HEALTHBAR_DESTROYED,118818725145075712,파괴됨
UI_HEALTHBAR_SLOWED,118818723131809792,느려짐
UI_INSPECT_ABILITYDMG_STAT,114482030208544768,능력 피해
UI_INSPECT_ANCIENT_TECH_CATEGORY,114512142534635520,고대 기술
UI_INSPECT_ANCIENT_TECH_REQUIREMENTS,114514052285132800,전기톱 면허가 필요합니다
UI_INSPECT_FISH_CATEGORY,114512145520979968,낚시
UI_INSPECT_FISH_REQUIREMENTS,114514054252261376,낚시 면허가 필요합니다
UI_INSPECT_FLAIR_SUBTITLE,114482711002804224,재능
UI_INSPECT_HEALTH_STAT,119964566292459520,체력
UI_INSPECT_INSPECT_TAB,114475370446516224,살펴보기
UI_INSPECT_ITEMS_SUBTITLE,114516146895384576,아이템
UI_INSPECT_ITEMS_TAB,114475474943406080,아이템
UI_INSPECT_LUCK_STAT,114481908443705344,행운
UI_INSPECT_MEAT_TAB,114475404315521024,고기
UI_INSPECT_MEATDURABILITY_STAT,114482023036284928,고기 내구도
UI_INSPECT_MELEE_WEAPON,114492699859415040,근접
UI_INSPECT_MELEEDMG_STAT,114482025334763520,근접 피해
UI_INSPECT_MINERALS_CATEGORY,114512139007225856,광물
UI_INSPECT_MINERALS_REQUIREMENTS,114514049730801664,채굴 면허가 필요합니다
UI_INSPECT_MOVESPEED_STAT,114482017218785280,이동 속도
UI_INSPECT_NO_FLAIR_MSG,119689766609285120,재능이 부족하다는 게 느껴집니다
UI_INSPECT_NO_FLAIR_TITLE,119689764675710976,비었음
UI_INSPECT_NO_MUTATION_SELECTED,114488744207118336,선택된 돌연변이 없음
UI_INSPECT_PRIMARY_WEAPON,114492653919203328,주요
UI_INSPECT_RESOURCES_TAB,114475499987595264,자원
UI_INSPECT_SECONDARY_WEAPON,114492696814350336,보조
UI_INSPECT_STATS_SUBTITLE,114477124743524352,통계
UI_INSPECT_TOOL_CHAINSAW,114511098043887616,전기톱
UI_INSPECT_TOOL_FISHINGROD,114511098949857280,낚싯대
UI_INSPECT_TOOL_PICKAXE,114511065781301248,곡괭이
UI_INSPECT_TOOLS_TAB,114510960764317696,도구
UI_INSPECT_WEAPON_BONUS_HELP,120347674015625216,무기 등급 및 레벨 업그레이드 보너스
UI_INSPECT_WEAPONS_TAB,114475433012948992,무기
UI_INTERACTION_ARTIFACT_CHEST_NAME,114805101426630656,정체불명의 고기
UI_LABEL_COMING_SOON,107282489863561216,출시 예정!
UI_LEVELUP_TEXT,107284333193060352,레벨 업!
UI_LOADOUT_INVITE,107300099988643840,게임 초대
UI_LOADOUT_PLANET_DROP_ZONE,107215449786146816,투하 구역
UI_LOADOUT_SELECT_FLAIR,113831482676469760,재능을 선택하세요
UI_LOADOUT_SELECT_WEAPON,113831348626513920,무기를 선택하세요
UI_LOADOUT_SOLAR_SYTEM_NO_SELECTION,107214113107599360,선택된 태양계 없음
UI_LOADOUT_SOLAR_SYTEM_TITLE,107214111144665088,태양계:
UI_MEATLOCKER_BOBBLES,118868896717463552,안테나 보블
UI_MEATLOCKER_HEADS,118868894116995072,머리
UI_MEATLOCKER_MELEE,118868898902695936,근접
UI_MESSAGE_BOX_ABANDON_RUN_MESSAGE,99213506199412736,현재 런 도중입니다. 활성화 시스템을 전환하면 현재 런을 포기하게 됩니다. 정말로 계속하시겠습니까?
UI_MULTIPLAYER_PLAYER_LABEL_CONNECTED,118863542965231616,연결됨
UI_MULTIPLAYER_PLAYER_LABEL_DISCONNECTED,118839841028825088,연결 끊김
UI_MULTIPLAYER_PLAYER_LABEL_RESERVED,118839838944256000,예약됨
UI_OPTS_VIDEO_AA,125319516908351488,MSAA
UI_OPTS_VIDEO_AA_MESSAGE,125319518418300928,"선과 모서리를 부드럽게 만듭니다. 값이 높을수록 성능 저하를 감수하더라도 훨씬 더 부드러운 선을 얻을 수 있습니다.<br><br>유효값: 끄기 (0), 2x, 4x, 8x."
UI_OPTS_VIDEO_AA_TITLE,125319517587828736,다중 샘플 안티앨리어싱 수준 (MSAA)
UI_OPTS_VIDEO_AF,125319437740863488,AF
UI_OPTS_VIDEO_AF_MESSAGE,125319441167609856,비등방성 필터링을 활성화/비활성화합니다. 이 기능을 활성화하면 바닥과 같이 경사가 완만한 넓은 표면의 텍스처 시각적 품질이 향상됩니다.
UI_OPTS_VIDEO_AF_TITLE,125319439431168000,비등방성 필터링(AF)
UI_OPTS_VIDEO_LOD_BIAS,125319601973030912,LOD 편향
UI_OPTS_VIDEO_LOD_BIAS_MESSAGE,125319668360474624,"게임이 저해상도 모델로 전환할 거리를 설정합니다. '근거리'로 설정하면 가까운 거리에서 저해상도 모델로 전환됩니다. '원거리'로 설정하면 먼 거리에서도 고해상도 모델이 계속 표시됩니다.<br><br>유효값: 근거리, 중간, 원거리"
UI_OPTS_VIDEO_LOD_BIAS_TITLE,125319602748977152,LOD 편향 수준
UI_OPTS_VIDEO_MAX_FRAMERATE,125319872685993984,목표 프레임 속도
UI_OPTS_VIDEO_MAX_FRAMERATE_MESSAGE,125319874451795968,렌더링할 목표 프레임 속도입니다. Vsync가 비활성화된 경우 게임은 이 최대 프레임 속도로 제한됩니다.
UI_OPTS_VIDEO_MAX_FRAMERATE_TITLE,125319873696821248,목표 프레임 속도
UI_OPTS_VIDEO_MIP_LEVEL,125319559472148480,텍스처 디테일
UI_OPTS_VIDEO_MIP_LEVEL_MESSAGE,125319561854513152,"물체에 가까이 다가갔을 때 표시되는 최대 텍스처 해상도에 영향을 줍니다.<br><br>유효값: 낮음, 중간, 높음"
UI_OPTS_VIDEO_MIP_LEVEL_TITLE,125319560499752960,텍스처 디테일
UI_OPTS_VIDEO_PARTICLES,126920735510687744,파티클 FX
UI_OPTS_VIDEO_PARTICLES_MESSAGE,126920738727718912,"파티클 효과 시뮬레이션에 사용할 자원을 설정합니다. 유효값: 매우 낮음, 낮음, 중간, 높음, 매우 높음, 울트라"
UI_OPTS_VIDEO_PARTICLES_TITLE,126920737293266944,파티클 FX 품질
UI_OPTS_VIDEO_REFLECTION_PROBES,126920473559625728,반사 프로브
UI_OPTS_VIDEO_REFLECTION_PROBES_MESSAGE,126920477464522752,반짝이는 물체의 반사 효과를 대부분 활성화/비활성화합니다.
UI_OPTS_VIDEO_REFLECTION_PROBES_TITLE,126920475723886592,반사 프로브
UI_OPTS_VIDEO_RENDER_SCALE,125319683069898752,렌더링 크기
UI_OPTS_VIDEO_RENDER_SCALE_MESSAGE,125319687503278080,게임을 렌더링할 단편적인 해상도입니다. FSR과 같은 고급 업스케일링 기술을 사용하여 절반 해상도로 렌더링하면 사양이 낮은 하드웨어에서 성능을 향상시킬 수 있습니다.
UI_OPTS_VIDEO_RENDER_SCALE_TITLE,125319685288685568,렌더링 / 해상도 스케일링
UI_OPTS_VIDEO_SHADOW_DIST,125319774736412672,그림자 거리
UI_OPTS_VIDEO_SHADOW_DIST_MESSAGE,125319779064934400,그림자가 표시되어야 하는 최대 거리입니다.
UI_OPTS_VIDEO_SHADOW_DIST_TITLE,125319776976171008,그림자 거리
UI_OPTS_VIDEO_UPSCALE,125319726942318592,업스케일링 모드
UI_OPTS_VIDEO_UPSCALE_MESSAGE,125319730742358016,"전체 화면보다 작은 렌더링 스케일로 실행할 때 사용되는 업스케일링 알고리즘입니다.<br><br>유효값: 자동, 선형, 포인트, FSR"
UI_OPTS_VIDEO_UPSCALE_TITLE,125319728750063616,업스케일링 모드
UI_OPTS_VIDEO_VSYNC,125319825374244864,Vsync
UI_OPTS_VIDEO_VSYNC_MESSAGE,125319828494807040,Vsync를 활성화하면 게임의 프레임 속도를 모니터에 맞게 고정합니다.
UI_OPTS_VIDEO_VSYNC_TITLE,125319826980663296,Vsync
UI_PLAYERHEALTH_DEAD_TAG,99604842866995200,사망
UI_PLAYERHEALTH_EVAC_TAG,99604906628804608,대피
UI_PLAYERHEALTH_READY_TAG,99604904921722880,준비
UI_REQUIREMENT_SOLARSYSTEM_ANY_FMT,98651080823398400,{difficulty}{ascension:cond:>0? A{}|} 난이도로 행성계 완료
UI_RESPAWN_DISABLED_ENRAGE,107174836495704064,[ 헌터들이 격노한 동안에는 리스폰할 수 없습니다 ]
UI_REWARDS_TITLE,119244486947627008,보상:
UI_SCIENCE_TERMINAL_FLAIR,106878078557347840,재능
UI_SCIENCE_TERMINAL_MUTATIONS,106880718389370880,돌연변이
UI_SCIENCE_TERMINAL_OUT_OF_ORDER,106876639986573312,고장
UI_SCIENCE_TERMINAL_ULTIMATES,106877299511517184,궁극기
UI_SHRINE,120241898113720320,신전
UI_TRADER_HEADER_INVENTORY,107210341685911552,인벤토리
UI_TRADER_HEADER_STOCK,107210343497850880,재고
UI_UPGRADE_GRID_PRICE,107303458900533248,가격:
UI_UPGRADEGRID_ACTIVATE,121792391482957824,[InputAction:UI/Submit] 활성화
UI_XPBAR_MAX_LEVEL,107284882940485632,최대 레벨
UI_XPBAR_TEAM_LEVEL,107284703369748480,팀 레벨
ANNOUNCE_VOLCANO_APPEASED,131660659371732992,{PlayerName}의 희생이 화산을 달랬습니다... 우선은 한숨 돌렸네요
UI_INPUT_BINDING,139486680678592512,{ActionTxt}
UI_REQUIREMENT_GATHER_FISH,136973330114666496,낚싯대로 물고기 {Count}마리 수집하기
UI_INPUT_ACTIONBINDING,139496731506044928,{ActionTxt} {BindingTxt}
UI_MODE_SELECT_CONTINUE_RUN_LBL,140158990804774912,런 계속하기
UI_REQUIREMENT_GATHER_TECH,136973328260784128,전기톱으로 고대 기술 {Count}개 수집하기
UI_REQUIREMENT_SELL_TO_MIKE,136944070914203648,트레이더 마이크에게 {Category} {Count}개 팔기
UI_REQUIREMENT_GATHER_MINERALS,136944068905132032,곡괭이로 {Count:p:{} 광물|{} 광물} 수집하기
UI_REQUIREMENT_COMPLETE_EVENT,136597483742552064,{Event} {Count}회 완료하기
UI_REQUIREMENT_KILL_ENEMIES_SHINY,136597477987966976,빛나는 적 {Count}명 처치하기
UI_REQUIREMENT_KILL_ENEMIES,136597475844677632,적 {Count}명 처치하기
UI_REQUIREMENT_EQUIP_FLAIR,140282578621947904,재능 {Count}{Count:p:개|개} 장착하기
UI_REQUIREMENT_COLLECT_CURRENCY,140348598019678208,샘플 {Count}개 수집하기
UI_REQUIREMENT_EQUIP_ARTIFACT,140351594451427328,정체불명의 고기에서 유물 {Count}개 수집하기
END_STAGE_STAT_PERCENT_FMT,142124716963913728,{Value}%
END_STAGE_STAT_INTEGER_FMT,142124898896044032,{Value:N0}
UI_REWARD_ARTIFACT,142336906761330688,+ 유물 잠금 해제: {name}
UI_REWARD_FLAIR,142336905540788224,+ {name} 재능 {count}개
UI_REWARD_ITEM,142336904211193856,+ 아이템 잠금 해제: {name}
UI_REWARD_MUTATION,142336902256648192,+ 돌연변이 잠금 해제: {name}
UI_ATTRIBUTE_FORMAT_ADD,145644464880214016,{value:+#.##;-#.##;+0} {name}
UI_ATTRIBUTE_FORMAT_MODIFY,145644467124166656,{value:+#.##;-#.##;+0}% {name}
UI_ATTRIBUTE_FORMAT_MULTIPLY,145644469351342080,x{value:0.##} {name}
END_STAGE_BANKED_TIME,141631395652952064,적립된 시간
END_STAGE_COLLECTED,139159828419305472,수집됨
END_STAGE_CONTINUE,140249455477645312,계속하기
END_STAGE_CURRENCY_FMT,140231091493527552,<color=#{ColorStr}>{Have}/{Total}</color>
END_STAGE_EMPLOYEE_PAYCHECK,139153944297332736,직원 급여
END_STAGE_FAILURE,140219057079050240,실패!
END_STAGE_HEADER_DETAILS,142119018918043648,세부 정보
END_STAGE_HEADER_OVERVIEW,141982115854016512,개요
END_STAGE_PLANET_CONSUMPTION,139154114636406784,행성 소비
END_STAGE_RANGUS_EFFORT_HEADER,139484643088916480,획득한 총 랭거스 노력 점수
END_STAGE_RANGUS_MEAT_CORP,139165149061701632,랭거스 고기 코퍼레이션
END_STAGE_ROX_1,139165587479715840,ROX-1
END_STAGE_RUN_FAILED,142733138839199744,런 실패!
END_STAGE_RUN_FAILED_HARVESTER,142745765409710080,수확기 파괴됨
END_STAGE_STAT_ACCURACY,142123586842255360,정확도
END_STAGE_STAT_DAMAGE_RECV,142123785182502912,받은 피해
END_STAGE_STAT_DEATHS,142123911540105216,사망 횟수
END_STAGE_STAT_HEALING_RECV,142123835145052160,받은 치유량
END_STAGE_STAT_RESOURCES,142123729591197696,수집된 자원
END_STAGE_STAT_WEAKPOINT,142123643654103040,약점 명중
END_STAGE_SUCCESS,140216425350422528,성공!
END_STAGE_TAB_DATA,141691025213087744,데이터
END_STAGE_TAB_STATS,141691065801367552,통계
END_STAGE_TIME_FMT,141631639568506880,<color=#80FF00>{SecondsRemaining:secondstotime()}</color>
END_STAGE_WAITING,142327585608556544,호스트를 기다리는 중...
IA_AddQuantity,139445879147786264,수량 추가
IA_Adjust,139445879147786267,조정
IA_ArtifactAbility,139445879143591945,유물 사용
IA_BugShot,139445879147786245,버그샷
IA_CameraMovement,139445879143591937,카메라 이동
IA_CameraRotation,139445879147786265,카메라 회전
IA_Cancel,139445879147786248,취소
IA_CharacterMovement,139445879047122944,캐릭터 이동
IA_Click,139445879147786250,클릭
IA_ElevationMovement,139445879147786270,고도 이동
IA_ExitScreen,139445879147786274,화면 나가기
IA_FollowNextPlayer,139445879147786271,다음 플레이어 따라가기
IA_HeadAbility,139445879143591941,머리 능력
IA_Interact,139445879147786257,상호작용
IA_ItemRewardInit,139445879143591943,보상 선택 시작
IA_ItemRewardSelect1,139445879147786275,보상 1 선택
IA_ItemRewardSelect2,139445879147786276,보상 2 선택
IA_ItemRewardSelect3,139445879147786277,보상 3 선택
IA_ItemRewardSelect4,139445879147786278,보상 4 선택
IA_ItemRewardSelect5,139445879147786279,보상 5 선택
IA_ItemRewardSelect6,139445879147786280,보상 6 선택
IA_Jump,139445879143591936,점프
IA_LegsAbility,139445879143591942,다리 능력
IA_MarkTarget,139445879143591944,대상 표시
IA_MaxQuantity,139445879147786262,최대 수량
IA_MeleeFire,139445879143591939,근접
IA_MiddleClick,139445879147786252,가운데 클릭
IA_MinQuantity,139445879147786261,최소 수량
IA_Modify,139445879147786268,수정
IA_Navigate,139445879147786246,탐색
IA_NextSubTab,139445879147786260,다음 하위 탭
IA_NextTab,139445879147786256,다음 탭
IA_Point,139445879147786249,포인트
IA_PreviousSubTab,139445879147786259,이전 하위 탭
IA_PreviousTab,139445879147786255,이전 탭
IA_PrimaryAimAssist,139445879143591946,조준 지원
IA_ProfilerMode,139445879147786242,프로파일러 모드
IA_ProfilerToggle,139445879147786241,프로파일러 전환
IA_PushToTalk,139445879147786244,푸시 투 토크
IA_RangedFire,139445879143591938,사격
IA_Revert,139445879147786254,되돌리기
IA_RightClick,139445879147786253,우클릭
IA_ScrollWheel,139445879147786251,스크롤 휠
IA_ShowHelp,139445879147786272,도움말 표시
IA_SkipCinematic,139445879147786281,시네마틱 건너뛰기
IA_StopFollow,139445879147786273,따라가기 중지
IA_SubActionThingOnController,139445879147786258,보조 행동
IA_Submit,139445879147786247,제출
IA_SubtractQuantity,139445879147786263,수량 빼기
IA_Toggle Console,139445879147786240,콘솔 전환
IA_ToggleInspectionOverlay,139445879147786283,검사 오버레이 전환
IA_ToggleMeatControls,139445879147786282,고기 조작 전환
IA_ToggleOptionsMenu,139445879147786243,옵션 메뉴 전환
IA_ToggleZoom,139445879147786269,확대/축소 전환
IA_TorsoAbility,139445879143591940,몸통 능력
IA_WarpSpeed,139445879147786266,워프 속도
IA_WeaponSelectPrimary,139445879143591948,무기 선택 (주요)
IA_WeaponSelectSecondary,139445879143591949,무기 선택 (보조)
IA_WeaponSwitch,139445879143591947,무기 교체
IB_down,139484177383747585,아래
IB_left,139484177383747586,왼쪽
IB_right,139484177383747587,오른쪽
IB_up,139484177383747584,위
LE_AnisotropicFiltering_Disable,139512957397561344,비활성화
LE_AnisotropicFiltering_Enable,139512957397561345,활성화
LE_AnisotropicFiltering_ForceEnable,139512957397561346,강제 활성화
LE_EFrameLimit_OneTwenty,139459172264505370,120Hz
LE_EFrameLimit_Sixty,139459172264505369,60Hz
LE_EFrameLimit_Thirty,139459172264505368,30Hz
LE_ELODBias_Close,139459172264505348,가까움
LE_ELODBias_Far,139459172264505350,멈
LE_ELODBias_Medium,139459172264505349,중간
LE_EMSAALevel_MSAA2,139459172264505345,MSAAx2
LE_EMSAALevel_MSAA4,139459172264505346,MSAAx4
LE_EMSAALevel_MSAA8,139459172264505347,MSAAx8
LE_EMSAALevel_Off,139459172264505344,꺼짐
LE_EMipDetailLevel_High,139459172264505358,높음
LE_EMipDetailLevel_Low,139459172264505356,낮음
LE_EMipDetailLevel_Medium,139459172264505357,중간
LE_EParticlesQuality_High,139459172264505362,높음
LE_EParticlesQuality_Low,139459172264505360,낮음
LE_EParticlesQuality_Medium,139459172264505361,중간
LE_EParticlesQuality_Ultra,139459172264505364,울트라
LE_EParticlesQuality_VeryHigh,139459172264505363,매우 높음
LE_EParticlesQuality_VeryLow,139459172264505359,매우 낮음
LE_ERenderScale_Half,139459172264505354,절반
LE_ERenderScale_Normal,139459172264505355,보통
LE_EShadowDistance_Close,139459172264505351,가까움
LE_EShadowDistance_Far,139459172264505353,멈
LE_EShadowDistance_Medium,139459172264505352,중간
LE_EVoiceChatActivationType_OpenMic,139509073585303554,오픈 마이크
LE_EVoiceChatActivationType_PushToTalk,139509073585303552,푸시 투 토크
LE_EVoiceChatActivationType_Toggle,139509073585303553,전환
LE_EWindowStyle_FullScreen,139459172264505365,전체 화면
LE_EWindowStyle_FullScreenWindowed,139459172264505366,전체 화면 (창 모드)
