Key,Id,Portuguese (Brazil)(pt-BR)
UI_RUNINFO_DIFFICULTY_TITLE,89147099684265984,Dificuldade:
UI_RUNINFO_MODE_TITLE,89160478117322752,Privacidade:
UI_RUNINFO_SYSTEM_TITLE,89160599483703296,Sistema:
UI_SAVEMGMT_DIFFICULTY_TITLE,77174107421995008,Dificuldade:
UI_SAVEMGMT_MSGBOX_CREATE_SAVE_TITLE,77599481565999104,Contratar um Novo Funcionário?
UI_SAVEMGMT_MSGBOX_LOAD_SAVE_TITLE,77150385709445120,Trocar de Funcionário?
UI_SAVEMGMT_NO_VALID_SAVES_MSG,77599802421866496,Não há salvamentos válidos. Um novo funcionário será criado automaticamente para você jogar.
UI_SAVEMGMT_NO_VALID_SAVES_TITLE,77599796109438976,Arquivos de Funcionários Inválidos
UI_TUTORIALPOPUP_CONFIRM,86931484559007744,Entendi!
UI_TUTORIALPOPUP_NEXT,86931490321981440,Continuar
UI_UPGRADEGRID_ACTIVE,78691822283513856,Ativa
UI_RUNINFO_PROGRESS_FMT,91309503138488320,{current}/{total}
UI_CODEX_VIEW_FULL_FILE,98555893498441728,[InputAction:UI/Interact] Ver Arquivo Completo
UI_SMART_GLASS_ASSENTION_FMT,99191309422551040,{rank}
UI_SMART_GLASS_SYSTEM_HEADER_FMT,99191769298624512,Sistema {num}:
UI_CODEX_EXIT_TERMINAL,94230730657165312,Sair do Terminal
UI_CODEX_FAQ_TAB,96055162325364736,Perguntas Mais Frequentes
UI_CODEX_ITEMS_RESOURCES_TAB,96055160647643136,Itens e Recursos
UI_CODEX_MEAT_PARTS_TAB,96055158953144320,Partes de Carne
UI_CODEX_RANGUS_FILES_TAB,96055117706358784,Arquivos da Rangus
UI_CODEX_TITLE_BAR,94228823121260544,Códice
UI_RUNINFO_MODE_CLIENT,89516919760084992,Cliente
UI_COMMON_CANCEL_BINDING,99596914248314880,[InputAction:UI/Cancel]
UI_BOSS_HEALTHBAR_ALIVE,106887418227974144,{current}/{max}{invulnerable: --invulnerable--|}
UI_TRADER_CURRENCY_COUNT_ONLY,107212082384986112,{count}
UI_TRADER_CURRENCY_COUNT_WITH_NAME,107212080807927808,{count} {name}{count:|s}
UI_LOADOUT_PLANET_INDEX,107215447810629632,Planeta {index}
UI_LOBBY_LAUNCH_FMT,107300806561095680,Lançamento em {seconds}...
UI_SKIP_BUTTON_COUNT_FMT,109114325996658688,{Current}/{Required}
UI_RANGUSTERMINAL_DIFFICULTY,109737168404996096,{Difficulty}{Ascension:cond:>0? A{}|}
MINION_COUNT_FMT,114031240531664896,{CurrentCount}/{MaxCount} {MinionName}
UI_INSPECT_STATS_VALUE,114477960383098880,{currentVal:0.##}
UI_INSPECT_ULTIMATE_ABILITY_BIND,114490554758131712,[InputAction:Gameplay/ArtifactAbility]
UI_INSPECT_TORSO_ABILITY_BIND,114490551952142336,[InputAction:Gameplay/TorsoAbility]
UI_INSPECT_LEGS_ABILITY_BIND,114490549532028928,[InputAction:Gameplay/LegsAbility]
UI_INSPECT_HEAD_ABILITY_BIND,114490544754716672,[InputAction:Gameplay/HeadAbility]
UI_FLAIR_SLOT_FMT,114059281903378432,{slot} de Brasão
UI_INTERACTION_ARTIFACT_CHEST_TEXT,114805155298271232,Coletar
UI_INSPECT_PASSIVE_DETAIL,116378994684653568,PASSIVA: {PassiveDetails}
UI_INSPECT_WEAPON_DAMAGE_BASE,116695500194770944,{Min} - {Max}
UI_INSPECT_SINGLE_BONUS_FMT,116695504263245824,{Bonus:0.00}
UI_INSPECT_TWO_BONUS_FMT,116695511330648064,{Bonus1:0.00}% / {Bonus2:0.00}
UI_INSPECT_WEAPON_RANGE_BASE,116695512668631040,{Range} m
UI_INSPECT_WEAPON_RATE_BASE,116695514245689344,{ShotsPerSecond:0.00} tiros/s
UI_INSPECT_WEAPON_CRIT_BASE,116695515885662208,{CritChance:0.00}% / x{Damage:0.00} de Dano
UI_INSPECT_WEAPON_STAGGER_CHANCE,116705071831379968,{StaggerChancePct}% de chance de Cambaleamento ao acertar
ARTIFACT_TOOLTIP_TITLE,116738349727735808,Carne Misteriosa
UI_INSPECT_DURABILITY_VAL,116767905265152000,{DurabilityPct}%
UI_INSPECT_ABILITY_COOLDOWN,116778133167730688,RECARGA: {CooldownVal}s
UI_HEALTHBAR_CURRENT_FMT,118824193619910656,{current:cond:>0?{}|{deadString}}
UI_MULTIPLAYER_PLAYER_FMT,118839206027976704,Jogador: {name} ({status})
UI_MULTIPLAYER_OBSERVER_FMT,118840737917820928,Observador: {name}
UI_REWARD_WEAPON,119210461054885888,+ Desbloquear Arma: {name}
UI_REWARD_PROGRESS_FLAG,119210458588635136,+ {name}
UI_REWARD_CURRENCY,119210456084635648,"+ <sprite name=""{icon}""> {count} {name}"
UI_TRADER_CURRENCY_COUNT_AND_QUANTITY,119577683216556032,{count} ({HaveQuantity})
SHRINE_REWARD_ANNOUNCEMENT_ITEM_FOR_PLANET,121420383809167360,<color={RewardColor}>{ItemDescription}</color> pela duração do planeta
UI_UPGRADEGRID_REFUND_FMT,121792385816453120,[InputAction:UI/Submit] Pontos de Reembolso ({points})
SHRINE_REWARD_LIST,124328309829918720,{rewards:list:|<br>}
SHRINE_REWARD_ANNOUNCEMENT_ITEM_SECONDS,124636897391665152,<color={RewardColor}>{ItemDescription}</color> por {Seconds}s
SHRINE_REWARD_ANNOUNCEMENT_CURRENCY,124707854831575040,Ganhou <color={RewardColor}>{Amount} {CurrencyName}{Amount:|s}</color>
SHRINE_REWARD_ANNOUNCEMENT_HUNTER_TIMER_SECONDS,124705097009586176,Chegada de Caçador Adiantada em <color={RewardColor}>{Seconds}s</color>
SHRINE_REWARD_ANNOUNCEMENT_ITEM_REMOVED,124941545432408064,<color={RewardColor}>Item aleatório removido do inventário</color>
SHRINE_REWARD_ANNOUNCEMENT_ITEM_PERMANENT,124968189224280064,<color={RewardColor}>{ItemDescription}</color>
UI_CURRENCY_COST,124979449743532032,<color=#{costColor}>{cost}</color> {currency} ({have})
UI_REQUIREMENT_LIFETIME_SHRINES_COMPLETED_TOTAL,126780333691494400,Concluiu {Count} eventos do santuário
UI_REQUIREMENT_LIFETIME_SHRINES_COMPLETED_UNIQUE,126780373466079232,Concluiu {Count} eventos do santuário de {Type}
CURRENCY_CHANGE_POSITIVE_FMT,127527940227325952,+{Count}
CURRENCY_CHANGE_NEGATIVE_FMT,127527981511860224,-{Count}
CURRENCY_TRADER_HEADER_QUANTITY,119475354060447744,Quantidade
CURRENCY_TRADER_HEADER_TOTAL_COST,119475407915311104,Custo Total
CURRENCY_TRADER_HEADER_TOTAL_EARNINGS,119582439590846464,Ganhos totais
CURRENCY_TRADER_QUANTITY_MAX,119524614583869440,Máx.
CURRENCY_TRADER_QUANTITY_MIN,119524518509142016,Min.
CURRENCY_TRADER_TAB_BUY,118945952767664128,Comprar
CURRENCY_TRADER_TAB_SELL,118945985441292288,Vender
EVENT_HEADER_DESTINATION,99368552669110272,Destino
EVENT_HEADER_LOBBY_SYSTEM_TITLE_FMT,99368598223446016,Sistema {Num}: {SystemName}
EVENT_OBJECTIVE_LOBBY_PLANETS_COMPLETED_FMT,99368869179678720,{Completed}/{ToComplete} Planetas Concluídos
HARVESTER_BOLT_BURGER_ANNOUNCEMENT,121386134288719872,Os Rebimburgueres estão chegando!
HARVESTER_CORE_EXPOSED_ANNOUNCEMENT,121364263652548608,Núcleo da Colhedora Rompido!
LOADOUT_SELECTION_LOCKED_MESSAGE,99312892363399168,**Não é possível trocar de arma durante a expedição.**
LOCKED_DIFFICULTY_DESCRIPTION,99261101428957184,Não é possível alterar a dificuldade durante a expedição.
MESSAGE_BOX_TITLE_QUEST_RESOURCE,120315727867535360,Recurso de Missão
MESSAGE_BOX_INCOMPLETE_LOADOUT_TITLE,106487339029618688,Espaços de Equipamento Vazios
MESSAGE_BOX_MESSAGE_QUEST_RESOURCE,120315782422847488,Isto é necessário para uma missão ativa.<br>Quer mesmo vender?
MESSAGE_BOX_MISSING_FLAIR_MESSAGE,106487341151936512,Você tem espaços de brasão vazios. Tem certeza de que deseja continuar?
MESSAGE_BOX_MISSING_MULTIPLE_MESSAGE,106487707394367488,Você tem espaços de brasão e suprema vazios. Tem certeza de que deseja continuar?
MINION_TYPE_LARGE,114031893689655296,Lacaio Grande
MINION_TYPE_MEDIUM,114031848902877184,Lacaio Médio
MINION_TYPE_SMALL,114031782632873984,Lacaio Pequeno
PLAYER_DISCONNECTED_BANNER,111602280011128832,Desconectou
PLAYER_JOINED_GAME_BANNER,111593060477952000,Entrou no jogo!
RUN_IN_PROGRESS_BANNER,99252636694339584,Expedição em Andamento
TRADER_TERMINAL_ACTION_UNAVAILABLE_NO_SPACE,122837464526086144,Limite de moedas atingido
UI_BOLTBUGER_READY,107296736416882688,Pronto
UI_BOLTBUGER_UNREADY,107296734231650304,Ainda Não
UI_BOLTBURGER_DESC,107295177230508032,Alterar Equipamento e Iniciar Expedição
UI_BOLTBURGER_REVERT_CHANGES,107296001297997824,Reverter Alterações
UI_BOLTBURGER_SELECT_PRIMARY,114874435154993152,Selecionando Primária
UI_BOLTBURGER_SELECT_SECONDARY,114874437474443264,Selecionando Secundária
UI_BOSS_HEALTHBAR_DEFEATED,106887389748649984,Derrotado
UI_BOSS_HEALTHBAR_FRANKENBEANS_ENRAGED,106898677560238080,Enfurecido
UI_BOSS_HEALTHBAR_FRANKENBEANS_STUNNED,106898673873444864,Atordoado
UI_BOSS_HEALTHBAR_FRANKENBEANS_VULNERABLE,106898679623835648,Vulnerável
UI_BOSS_HEALTHBAR_MUTANT_PINHIM,106898681771319296,Imobilize ele!
UI_CINEMATIC_SKIP_FMT,107277861499428864,Segure {Button} para pular
UI_CODEX_ABILITY,97612639328202752,Habilidade
UI_CODEX_ARTIFACTS_TITLE,117343438825840640,Artefatos
UI_CODEX_CHAINSAWING_TITLE,97078979487264768,Usando a Motosserra
UI_CODEX_CLOSE_BTN,98649606463614976,Fechar
UI_CODEX_CURRENCY_TITLE,97079007689764864,Moeda
UI_CODEX_EFFECTS,97578193359138816,Efeitos
UI_CODEX_FAQ_TITLE,97079108843794432,Perguntas Frequentes (Tutoriais)
UI_CODEX_FISHING_TITLE,97078902005886976,Pesca
UI_CODEX_HEADS_TITLE,97078659881299968,Cabeças
UI_CODEX_ITEMS_TITLE,97078839842107392,Itens
UI_CODEX_LEGS_TITLE,97078776701054976,Pernas
UI_CODEX_MINING_TITLE,97078943839875072,Mineração
UI_CODEX_MISCELLANEOUS_TITLE,97079047565012992,Variado
UI_CODEX_TORSOS_TITLE,97078734208561152,Torsos
UI_FLAIR_EQUIP,114460600094941184,Equipar Brasão
UI_FLAIRTERMINAL_MAXRANK,124021102433263616,Ranque Máximo
UI_FLAIRTERMINAL_NEXT_RANK,125050191940149248,Próximo Ranque
UI_FLAIRTERMINAL_TITLE,124008353355522048,Brasão:
UI_FLAIRTERMINAL_UNLOCK,124021058997051392,Comprar aleatório
UI_FLAIRTERMINAL_UPGRADE,126464563497394176,Melhorias
UI_HEALTHBAR_DEAD,118818718572601344,Abatido
UI_HEALTHBAR_DEFEATED,118818721361813504,Derrota
UI_HEALTHBAR_DESTROYED,118818725145075712,Destruição
UI_HEALTHBAR_SLOWED,118818723131809792,Lentidão
UI_INSPECT_ABILITYDMG_STAT,114482030208544768,Dano de Habilidade
UI_INSPECT_ANCIENT_TECH_CATEGORY,114512142534635520,Tecnologia Antiga
UI_INSPECT_ANCIENT_TECH_REQUIREMENTS,114514052285132800,Requer licença para operar motosserra
UI_INSPECT_FISH_CATEGORY,114512145520979968,Peixe
UI_INSPECT_FISH_REQUIREMENTS,114514054252261376,Requer licença de pesca
UI_INSPECT_FLAIR_SUBTITLE,114482711002804224,Brasão
UI_INSPECT_HEALTH_STAT,119964566292459520,Vida
UI_INSPECT_INSPECT_TAB,114475370446516224,Inspecionar
UI_INSPECT_ITEMS_SUBTITLE,114516146895384576,Itens
UI_INSPECT_ITEMS_TAB,114475474943406080,Itens
UI_INSPECT_LUCK_STAT,114481908443705344,Sorte
UI_INSPECT_MEAT_TAB,114475404315521024,Carne
UI_INSPECT_MEATDURABILITY_STAT,114482023036284928,Durabilidade da Carne
UI_INSPECT_MELEE_WEAPON,114492699859415040,Corpo a Corpo
UI_INSPECT_MELEEDMG_STAT,114482025334763520,Dano Corpo a Corpo
UI_INSPECT_MINERALS_CATEGORY,114512139007225856,Minerais
UI_INSPECT_MINERALS_REQUIREMENTS,114514049730801664,Requer licença de mineração
UI_INSPECT_MOVESPEED_STAT,114482017218785280,Velocidade de Movimento
UI_INSPECT_NO_FLAIR_MSG,119689766609285120,Estou sentindo falta de um brasão
UI_INSPECT_NO_FLAIR_TITLE,119689764675710976,Vazio
UI_INSPECT_NO_MUTATION_SELECTED,114488744207118336,Nenhuma mutação selecionada
UI_INSPECT_PRIMARY_WEAPON,114492653919203328,Primária
UI_INSPECT_RESOURCES_TAB,114475499987595264,Recursos
UI_INSPECT_SECONDARY_WEAPON,114492696814350336,Secundária
UI_INSPECT_STATS_SUBTITLE,114477124743524352,Estatísticas
UI_INSPECT_TOOL_CHAINSAW,114511098043887616,Motosserra
UI_INSPECT_TOOL_FISHINGROD,114511098949857280,Vara de Pesca
UI_INSPECT_TOOL_PICKAXE,114511065781301248,Picareta
UI_INSPECT_TOOLS_TAB,114510960764317696,Ferramentas
UI_INSPECT_WEAPON_BONUS_HELP,120347674015625216,Bônus de Ranques de Armas e Melhorias de Armas
UI_INSPECT_WEAPONS_TAB,114475433012948992,Armas
UI_INTERACTION_ARTIFACT_CHEST_NAME,114805101426630656,Carne Misteriosa
UI_LABEL_COMING_SOON,107282489863561216,Em Breve!
UI_LEVELUP_TEXT,107284333193060352,Subiu de Nível!
UI_LOADOUT_INVITE,107300099988643840,Convidar para o Jogo
UI_LOADOUT_PLANET_DROP_ZONE,107215449786146816,Zona de Pouso
UI_LOADOUT_SELECT_FLAIR,113831482676469760,Selecione o Brasão
UI_LOADOUT_SELECT_WEAPON,113831348626513920,Selecionar Arma
UI_LOADOUT_SOLAR_SYTEM_NO_SELECTION,107214113107599360,Nenhum Sistema Solar Escolhido
UI_LOADOUT_SOLAR_SYTEM_TITLE,107214111144665088,Sistema Solar:
UI_MEATLOCKER_BOBBLES,118868896717463552,Enfeites de Antena
UI_MEATLOCKER_HEADS,118868894116995072,Cabeças
UI_MEATLOCKER_MELEE,118868898902695936,Corpo a Corpo
UI_MESSAGE_BOX_ABANDON_RUN_MESSAGE,99213506199412736,Você está no meio de uma expedição. Trocar de sistema ativo encerrará a expedição atual. Tem certeza de que deseja continuar?
UI_MULTIPLAYER_PLAYER_LABEL_CONNECTED,118863542965231616,Conectado
UI_MULTIPLAYER_PLAYER_LABEL_DISCONNECTED,118839841028825088,Desconectou
UI_MULTIPLAYER_PLAYER_LABEL_RESERVED,118839838944256000,Reservado
UI_OPTS_VIDEO_AA,125319516908351488,MSAA
UI_OPTS_VIDEO_AA_MESSAGE,125319518418300928,"Suaviza linhas e bordas. Um valor mais alto proporciona linhas muito mais suaves, mas reduz o desempenho.<br><br>Valores válidos: desligado (0), 2x, 4x e 8x."
UI_OPTS_VIDEO_AA_TITLE,125319517587828736,Nível de Multiamostragem de Antisserrilhamento (MSAA)
UI_OPTS_VIDEO_AF,125319437740863488,AF
UI_OPTS_VIDEO_AF_MESSAGE,125319441167609856,"Ativar/Desativar Filtragem Anisotrópica. Ativar esta opção melhora a qualidade visual das texturas em superfícies grandes e com pouco ângulo de visão, como pisos."
UI_OPTS_VIDEO_AF_TITLE,125319439431168000,Filtragem Anisotrópica (AF)
UI_OPTS_VIDEO_LOD_BIAS,125319601973030912,Viés de Nível de Detalhe (LOD)
UI_OPTS_VIDEO_LOD_BIAS_MESSAGE,125319668360474624,"Determina a que distâncias o jogo alternará para modelos com menos detalhes. ""Perto"" significa que o jogo alternará para modelos com poucos detalhes em distâncias mais curtas. ""Longe"" manterá os modelos com alto nível de detalhes visíveis a distâncias maiores.<br><br>Valores válidos: Perto, Médio, Longe."
UI_OPTS_VIDEO_LOD_BIAS_TITLE,125319602748977152,Intensidade de Viés de Nível de Detalhe (LOD)
UI_OPTS_VIDEO_MAX_FRAMERATE,125319872685993984,Taxa de Quadros Alvo
UI_OPTS_VIDEO_MAX_FRAMERATE_MESSAGE,125319874451795968,A taxa de quadros alvo para renderização. O jogo será limitado a essa taxa máxima de quadros se o Vsync estiver desativado.
UI_OPTS_VIDEO_MAX_FRAMERATE_TITLE,125319873696821248,Taxa de Quadros Alvo
UI_OPTS_VIDEO_MIP_LEVEL,125319559472148480,Detalhe da Textura
UI_OPTS_VIDEO_MIP_LEVEL_MESSAGE,125319561854513152,"Influencia a resolução máxima da textura que será exibida para objetos quando você se aproximar deles.<br><br>Valores válidos: Baixo, Médio, Alto."
UI_OPTS_VIDEO_MIP_LEVEL_TITLE,125319560499752960,Detalhe da Textura
UI_OPTS_VIDEO_PARTICLES,126920735510687744,Efeitos de Partículas
UI_OPTS_VIDEO_PARTICLES_MESSAGE,126920738727718912,"Define o limite para simulação de efeitos de partículas. Valores válidos: Muito Baixo, Baixo, Médio, Alto, Muito Alto, Ultra."
UI_OPTS_VIDEO_PARTICLES_TITLE,126920737293266944,Qualidade de Efeitos de Partículas
UI_OPTS_VIDEO_REFLECTION_PROBES,126920473559625728,Sondas de Reflexão
UI_OPTS_VIDEO_REFLECTION_PROBES_MESSAGE,126920477464522752,Ativa/Desativa a maioria dos reflexos em objetos brilhantes.
UI_OPTS_VIDEO_REFLECTION_PROBES_TITLE,126920475723886592,Sondas de Reflexão
UI_OPTS_VIDEO_RENDER_SCALE,125319683069898752,Escala de Renderização
UI_OPTS_VIDEO_RENDER_SCALE_MESSAGE,125319687503278080,"Resolução fracionária usada para renderizar o jogo. Renderizar com metade da resolução usando técnicas avançadas de ampliação, como o FSR, pode melhorar o desempenho em um hardware de menor capacidade."
UI_OPTS_VIDEO_RENDER_SCALE_TITLE,125319685288685568,Renderização/Dimensionamento de Resolução
UI_OPTS_VIDEO_SHADOW_DIST,125319774736412672,Distância de Sombra
UI_OPTS_VIDEO_SHADOW_DIST_MESSAGE,125319779064934400,Distância máxima (em metros) em que as sombras devem ser renderizadas.
UI_OPTS_VIDEO_SHADOW_DIST_TITLE,125319776976171008,Distância de Sombra
UI_OPTS_VIDEO_UPSCALE,125319726942318592,Modo de Ampliação
UI_OPTS_VIDEO_UPSCALE_MESSAGE,125319730742358016,"O algoritmo de ampliação usado quando a Escala de Renderização é menor que a escala máxima.<br><br>Valores válidos: Automático, Linear, Ponto, FSR."
UI_OPTS_VIDEO_UPSCALE_TITLE,125319728750063616,Modo de Ampliação
UI_OPTS_VIDEO_VSYNC,125319825374244864,Sincronização Vertical (Vsync)
UI_OPTS_VIDEO_VSYNC_MESSAGE,125319828494807040,Ative a Vsync para sincronizar a taxa de quadros do jogo com a do seu monitor.
UI_OPTS_VIDEO_VSYNC_TITLE,125319826980663296,Sincronização Vertical (Vsync)
UI_PLAYERHEALTH_DEAD_TAG,99604842866995200,Abatido
UI_PLAYERHEALTH_EVAC_TAG,99604906628804608,Evacuou
UI_PLAYERHEALTH_READY_TAG,99604904921722880,Pronto
UI_REQUIREMENT_SOLARSYSTEM_ANY_FMT,98651080823398400,Conclua qualquer sistema no modo {difficulty}{ascension:cond:>0? A{}|}
UI_RESPAWN_DISABLED_ENRAGE,107174836495704064,[Não é possível ressurgir quando os caçadores estiverem enfurecidos]
UI_REWARDS_TITLE,119244486947627008,Recompensas:
UI_SCIENCE_TERMINAL_FLAIR,106878078557347840,Brasão
UI_SCIENCE_TERMINAL_MUTATIONS,106880718389370880,Mutações
UI_SCIENCE_TERMINAL_OUT_OF_ORDER,106876639986573312,Fora de Serviço
UI_SCIENCE_TERMINAL_ULTIMATES,106877299511517184,Supremas
UI_SHRINE,120241898113720320,Santuário
UI_TRADER_HEADER_INVENTORY,107210341685911552,Inventário
UI_TRADER_HEADER_STOCK,107210343497850880,Estoque
UI_UPGRADE_GRID_PRICE,107303458900533248,Preço:
UI_UPGRADEGRID_ACTIVATE,121792391482957824,[InputAction:UI/Submit] Ativar
UI_XPBAR_MAX_LEVEL,107284882940485632,Nível Máximo
UI_XPBAR_TEAM_LEVEL,107284703369748480,Nível de Equipe
ANNOUNCE_VOLCANO_APPEASED,131660659371732992,O sacrifício de {PlayerName} acalmou o vulcão... por enquanto
UI_INPUT_BINDING,139486680678592512,{ActionTxt}
UI_REQUIREMENT_GATHER_FISH,136973330114666496,Use sua vara de pesca para coletar {Count} Peixes
UI_INPUT_ACTIONBINDING,139496731506044928,{ActionTxt} {BindingTxt}
UI_MODE_SELECT_CONTINUE_RUN_LBL,140158990804774912,Continuar Expedição
UI_REQUIREMENT_GATHER_TECH,136973328260784128,Use sua motosserra para coletar {Count} Tecnologia Antiga
UI_REQUIREMENT_SELL_TO_MIKE,136944070914203648,Venda {Count} {Category} para o Comerciante Mike
UI_REQUIREMENT_GATHER_MINERALS,136944068905132032,Use sua picareta para coletar {Count:p:{} Mineral|{} Minerais}
UI_REQUIREMENT_COMPLETE_EVENT,136597483742552064,Conclua {Event} {Count} vezes.
UI_REQUIREMENT_KILL_ENEMIES_SHINY,136597477987966976,Abata {Count} Inimigos Brilhantes
UI_REQUIREMENT_KILL_ENEMIES,136597475844677632,Abata {Count} Inimigos
UI_REQUIREMENT_EQUIP_FLAIR,140282578621947904,Equipe {Count} {Count:p:peça|peças} de Brasão
UI_REQUIREMENT_COLLECT_CURRENCY,140348598019678208,Colete {Count} Amostras
UI_REQUIREMENT_EQUIP_ARTIFACT,140351594451427328,Colete {Count} Artefatos de Carne Misteriosa
END_STAGE_STAT_PERCENT_FMT,142124716963913728,{Value}%
END_STAGE_STAT_INTEGER_FMT,142124898896044032,{Value:N0}
UI_REWARD_ARTIFACT,142336906761330688,+ Desbloquear Artefato: {name}
UI_REWARD_FLAIR,142336905540788224,+ {count}x Brasão {name}
UI_REWARD_ITEM,142336904211193856,+ Desbloquear Item: {name}
UI_REWARD_MUTATION,142336902256648192,+ Desbloquear Mutação: {name}
UI_ATTRIBUTE_FORMAT_ADD,145644464880214016,{value:+#.##;-#.##;+0} {name}
UI_ATTRIBUTE_FORMAT_MODIFY,145644467124166656,{value:+#.##;-#.##;+0}% {name}
UI_ATTRIBUTE_FORMAT_MULTIPLY,145644469351342080,{value:0.##}x {name}
END_STAGE_BANKED_TIME,141631395652952064,Tempo Acumulado
END_STAGE_COLLECTED,139159828419305472,Coletado
END_STAGE_CONTINUE,140249455477645312,Continuar
END_STAGE_CURRENCY_FMT,140231091493527552,<color=#{ColorStr}>{Have}/{Total}</color>
END_STAGE_EMPLOYEE_PAYCHECK,139153944297332736,Contracheque de Funcionário
END_STAGE_FAILURE,140219057079050240,Fracasso!
END_STAGE_HEADER_DETAILS,142119018918043648,Detalhes
END_STAGE_HEADER_OVERVIEW,141982115854016512,Visão Geral
END_STAGE_PLANET_CONSUMPTION,139154114636406784,Consumo do Planeta
END_STAGE_RANGUS_EFFORT_HEADER,139484643088916480,Total de Pontos de Esforço Rangus Ganhos
END_STAGE_RANGUS_MEAT_CORP,139165149061701632,Corporação Carnes Rangus
END_STAGE_ROX_1,139165587479715840,ROX-1
END_STAGE_RUN_FAILED,142733138839199744,A Expedição Falhou!
END_STAGE_RUN_FAILED_HARVESTER,142745765409710080,Colhedora Destruída
END_STAGE_STAT_ACCURACY,142123586842255360,Precisão
END_STAGE_STAT_DAMAGE_RECV,142123785182502912,Dano Sofrido
END_STAGE_STAT_DEATHS,142123911540105216,Mortes
END_STAGE_STAT_HEALING_RECV,142123835145052160,Cura Recebida
END_STAGE_STAT_RESOURCES,142123729591197696,Recursos Coletados
END_STAGE_STAT_WEAKPOINT,142123643654103040,Acertos em Ponto Fraco
END_STAGE_SUCCESS,140216425350422528,Sucesso!
END_STAGE_TAB_DATA,141691025213087744,Dados
END_STAGE_TAB_STATS,141691065801367552,Estatísticas
END_STAGE_TIME_FMT,141631639568506880,<color=#80FF00>{SecondsRemaining:secondstotime()}</color>
END_STAGE_WAITING,142327585608556544,Aguardando o anfitrião...
IA_AddQuantity,139445879147786264,Adicionar Quantidade
IA_Adjust,139445879147786267,Ajustar
IA_ArtifactAbility,139445879143591945,Usar Artefato
IA_BugShot,139445879147786245,BugShot
IA_CameraMovement,139445879143591937,Movimento de Câmera
IA_CameraRotation,139445879147786265,Rotação de Câmera
IA_Cancel,139445879147786248,Cancelar
IA_CharacterMovement,139445879047122944,Movimento do Personagem
IA_Click,139445879147786250,Clique
IA_ElevationMovement,139445879147786270,Movimento de Elevação
IA_ExitScreen,139445879147786274,Sair da Tela
IA_FollowNextPlayer,139445879147786271,Seguir Próximo Jogador
IA_HeadAbility,139445879143591941,Habilidade de Cabeça
IA_Interact,139445879147786257,Interagir
IA_ItemRewardInit,139445879143591943,Iniciar Seleção de Recompensa
IA_ItemRewardSelect1,139445879147786275,Selecionar Recompensa 1
IA_ItemRewardSelect2,139445879147786276,Selecionar Recompensa 2
IA_ItemRewardSelect3,139445879147786277,Selecionar Recompensa 3
IA_ItemRewardSelect4,139445879147786278,Selecionar Recompensa 4
IA_ItemRewardSelect5,139445879147786279,Selecionar Recompensa 5
IA_ItemRewardSelect6,139445879147786280,Selecionar Recompensa 6
IA_Jump,139445879143591936,Pular
IA_LegsAbility,139445879143591942,Habilidade de Pernas
IA_MarkTarget,139445879143591944,Marcar Alvo
IA_MaxQuantity,139445879147786262,Quantidade Máxima
IA_MeleeFire,139445879143591939,Corpo a Corpo
IA_MiddleClick,139445879147786252,Clique do Meio
IA_MinQuantity,139445879147786261,Quantidade Mínima
IA_Modify,139445879147786268,Modificar
IA_Navigate,139445879147786246,Navegar
IA_NextSubTab,139445879147786260,Próxima Aba Secundária
IA_NextTab,139445879147786256,Próxima Aba
IA_Point,139445879147786249,Apontar
IA_PreviousSubTab,139445879147786259,Aba Secundária Anterior
IA_PreviousTab,139445879147786255,Aba Anterior
IA_PrimaryAimAssist,139445879143591946,Assistência de Mira
IA_ProfilerMode,139445879147786242,Modo de Análise
IA_ProfilerToggle,139445879147786241,Alternar Análise
IA_PushToTalk,139445879147786244,Pressionar para Falar
IA_RangedFire,139445879143591938,Atirar
IA_Revert,139445879147786254,Reverter
IA_RightClick,139445879147786253,Clique Direito
IA_ScrollWheel,139445879147786251,Roda de Rolagem
IA_ShowHelp,139445879147786272,Mostrar Ajuda
IA_SkipCinematic,139445879147786281,Pular Cinemática
IA_StopFollow,139445879147786273,Parar de Seguir
IA_SubActionThingOnController,139445879147786258,Ação Secundária
IA_Submit,139445879147786247,Confirmar
IA_SubtractQuantity,139445879147786263,Subtrair Quantidade
IA_Toggle Console,139445879147786240,Alternar Console
IA_ToggleInspectionOverlay,139445879147786283,Alternar Sobreposição de Inspeção
IA_ToggleMeatControls,139445879147786282,Alternar Controles de Carne
IA_ToggleOptionsMenu,139445879147786243,Alternar Menu de Opções
IA_ToggleZoom,139445879147786269,Alternar Zoom
IA_TorsoAbility,139445879143591940,Habilidade de Torso
IA_WarpSpeed,139445879147786266,Velocidade de Distorção
IA_WeaponSelectPrimary,139445879143591948,Selecionar Arma (Principal)
IA_WeaponSelectSecondary,139445879143591949,Selecionar Arma (Secundária)
IA_WeaponSwitch,139445879143591947,Trocar Arma
IB_down,139484177383747585,Baixo
IB_left,139484177383747586,Esquerda
IB_right,139484177383747587,Direita
IB_up,139484177383747584,Cima
LE_AnisotropicFiltering_Disable,139512957397561344,Desativar
LE_AnisotropicFiltering_Enable,139512957397561345,Ativar
LE_AnisotropicFiltering_ForceEnable,139512957397561346,Forçar Ativação
LE_EFrameLimit_OneTwenty,139459172264505370,120 Hz
LE_EFrameLimit_Sixty,139459172264505369,60 Hz
