Key,Id,Spanish(es)
INTD_Action_24,47629102572404736,Lanzar transbordador
ITM_Attr_66,17438567620927660,{0:|+|+|+}{0:percent()} % exploradores enemigos cerca de tu ubicación
ITM_Name_1010,46870603527872512,Saludable I
ITM_Name_1011,46870603527872513,Saludable II
ITM_Name_1012,46870603527872514,Saludable III
ITM_Name_1013,46881725060472832,Proyectil I
ITM_Name_1014,46881725064667136,Habilidad de carne I
ITM_Name_1015,46881725064667137,Escudo de carne I
ITM_Name_1016,46881725064667138,Proyectil II
ITM_Name_1017,46881725064667139,Habilidad de carne II
ITM_Name_1018,46881725064667140,Escudo de carne II
ITM_Name_1019,46881725064667141,Proyectil III
ITM_Name_1020,46881725064667142,Habilidad de carne III
ITM_Name_1021,46881725064667143,Escudo de carne III
ITM_Name_1022,48008300573220864,Largo alcance I
ITM_Name_1023,48008300573220865,Largo alcance II
ITM_Name_1024,48008300573220866,Largo alcance III
ITM_Name_1025,48008300573220867,Combate cercano I
ITM_Name_1026,48008300573220868,Combate cercano II
ITM_Name_1027,48008300573220869,Combate cercano III
ITM_1028_HE_0,48628779042463744,Al infligir daño a un objetivo [Electrificado]
ITM_Name_1028,48280725907038208,Relámpago I
ITM_Name_1029,48280725907038209,Relámpago II
ITM_Name_1030,48280725907038210,Relámpago III
ITM_1031_HE_0,48628779042463745,Al infligir daño a un objetivo [Ardiendo]
ITM_Name_1031,48280725907038211,Incendiario I
ITM_Name_1032,48280725907038212,Incendiario II
ITM_Name_1033,48280725907038213,Incendiario III
ITM_1034_HE_0,48628779042463746,Al infligir daño a un objetivo [Congelado]
ITM_Name_1034,48280725907038214,Quemadura de frío I
ITM_Name_1035,48280725907038215,Quemadura de frío II
ITM_Name_1036,48280725907038216,Quemadura de frío III
ITM_1037_HE_0,48628779042463748,Al infligir daño a un objetivo [Tambaleante]
ITM_Name_1037,48280725907038217,Cinética I
ITM_Name_1038,48280725907038218,Cinética II
ITM_Name_1039,48280725907038219,Cinética III
ITM_1040_HE_0,48598979758252032,Al infligir daño a un objetivo [Embarrado]
ITM_Name_1040,48280725907038220,Salpicadura I
ITM_Name_1041,48280725907038221,Salpicadura II
ITM_Name_1042,48280725907038222,Salpicadura III
ITM_Name_1043,49034011132026880,Operaciones encubiertas I
ITM_Name_1044,49034011132026881,Operaciones encubiertas II
ITM_Name_1045,49034011132026882,Operaciones encubiertas III
ITM_Attr_476,51150823332241417,{0:+#.##;-#.##;+0} Regeneración de salud del minijefe
ITM_Attr_477,51150823332241418,{0:|+|+|+}{0:percent()} % de regeneración de salud del minijefe
ITM_Attr_478,51150823332241419,Regeneración de salud del minijefe x {0:0.##}
ITM_Attr_479,51150823332241408,{0:+#.##;-#.##;+0} Velocidad de ataque del minijefe
ITM_Attr_480,51150823332241409,{0:|+|+|+}{0:percent()} % de velocidad de ataque del minijefe
ITM_Attr_481,51150823332241410,Velocidad de ataque del minijefe x {0:0.##}
ITM_Attr_482,51150823332241411,{0:+#.##;-#.##;+0} Daño del minijefe
ITM_Attr_483,51150823332241412,{0:|+|+|+}{0:percent()} % de daño del minijefe
ITM_Attr_484,51150823332241413,{0:0.##}x Daño del minijefe
ITM_Attr_485,51192819124002824,{0:+#.##;-#.##;+0} Resistencia cinética
ITM_Attr_486,51192819124002825,{0:|+|+|+}{0:percent()}% de resistencia cinética
ITM_Attr_487,51192819124002826,Resistencia cinética x {0:0.##}
ITM_Attr_488,51192819124002818,{0:+#.##;-#.##;+0} Resistencia al fuego
ITM_Attr_489,51192819124002819,{0:|+|+|+}{0:percent()}% de resistencia al fuego
ITM_Attr_490,51192819124002820,Resistencia al fuego x {0:0.##}
ITM_Attr_491,51192819124002821,{0:+#.##;-#.##;+0} Resistencia al hielo
ITM_Attr_492,51192819124002822,{0:|+|+|+}{0:percent()} % de resistencia al hielo
ITM_Attr_493,51192819124002823,Resistencia al hielo x {0:0.##}
ITM_Attr_494,51192819115614208,{0:+#.##;-#.##;+0} Resistencia eléctrica
ITM_Attr_495,51192819124002816,{0:|+|+|+}{0:percent()} % de resistencia eléctrica
ITM_Attr_496,51192819124002817,Resistencia eléctrica x {0:0.##}
ITM_Attr_497,51192819128197120,{0:+#.##;-#.##;+0} Resistencia al limo
ITM_Attr_498,51192819128197121,{0:|+|+|+}{0:percent()} % de resistencia al limo
ITM_Attr_499,51192819128197122,Resistencia al limo x {0:0.##}
ITM_Attr_500,51228348767989760,Daños de destrucción del tubo de Frankenjoles
ITM_Attr_501,51228348763795458,Salud de la estructura del jefe x {0:0.##}
ITM_Attr_502,51228348763795459,Daño en punto débil del jefe x {0:0.##}
ITM_Attr_503,51228348763795456,Velocidad de movimiento del jefe x {0:0.##}
ITM_Attr_504,51228348751212544,Cantidad de esbirros del jefe x {0:0.##}
ITM_Attr_505,51228348763795457,Tiempo de aparición de carne estática del jefe x {0:0.##}
ITM_Attr_506,54003789702397952,{0:|+|+|+}{0:percent()}% de probabilidad de aparición de carne
LSB_66,44278023992631296,La leyenda continúa...
LSB_67,49081405366329344,Rangus Meats no se hace responsable del mal uso de sus productos...
LSB_68,49081405366329345,Rangus Meats. Salvamos la galaxia. De nada...
MEH_Desc_14,44292824242688000,"¿Olvidaste algo? La próxima vez, sujétalo bien."
MEH_Desc_48,44292824276242432,¿Quién quiere su calaverita?
MEH_Desc_49,44292824276242433,¡Ay nanita! ¿De dónde sacaste esa…? Mejor no quiero saber.
MEH_Desc_50,44292824276242434,A todos les encantan los regalos que dejas.
MEH_Desc_51,44292824276242435,¡ESTÁS HACIENDO SALSA SIN GRUMOS!
MEH_Desc_53,44292824276242436,Esto no puede ser higiénico.
MEH_Desc_54,44292824276242437,¿Quién es tu papi?
MEH_Desc_55,44292824276242438,"Shuriken, shuriken, shuriken, ¡guau!"
MEH_Desc_56,44292824276242439,"Tu cara tiene brazos. En otro juego, eso no parecería correcto."
MEH_Desc_57,44292824276242440,Incluye una torreta aérea sin costo adicional.
MEH_Desc_58,44292824276242441,¿Tu cabeza es el cohete? ¿Cómo funciona eso?
MEH_Desc_59,44292824276242442,"¡Arrr, contemplen el rostro que hundió mil barcos!"
MEH_Desc_61,44292824276242443,El mundo es tu escupidera. Disfrútalo.
MEH_Desc_62,44292824276242444,Uno pensaría que el ojo estuviera arriba. Pero no.
MEH_Desc_63,44292824276242445,Control terrestre a Carne Principal...
MEH_Desc_64,44292824276242446,"Esto es muy asqueroso, incluso para nosotros."
MEH_Desc_65,44292824276242447,"¿Cuántas cabezas podría quebrar un cabeza dura, si un cabeza dura quebrara cabezas?"
MEH_Desc_66,44292824276242448,"Sí, todo es de carne. ¿Alguna otra pregunta?"
MEH_Desc_67,44292824276242449,"Para comprender al extraterrestre, debemos pensar como el extraterrestre."
MEH_Desc_68,44292824276242450,Lanza la bola a la bola.
MEH_Desc_69,44292824276242451,"El rostro que solo una madre podría amar... no, ni ella."
MEH_Desc_70,44292824276242452,Desata la destrucción.
MEH_Desc_71,44292824276242453,¡Aviéntalo! ¡Aviéntalo ya!
MEH_Desc_75,44292824276242454,¿Quién es el pequeñito que está ahí? Mejor no hacer preguntas.
MEL_Desc_35,44292824276242455,¡A toda velocidad!
MEL_Desc_36,44292824276242456,"Flota como una mariposa, aniquila como una abeja asesina furiosa."
MEL_Desc_37,44292824276242457,"Quema el asfalto, aplasta a los débiles."
MEL_Desc_38,44292824276242458,Atrévete a saltar edificios pequeños con dos brincos.
MEL_Desc_39,44292824276242459,Camina por el aire como si fuera sólido.
MEL_Desc_40,44292824276242460,"Apto para tierra o mar, informal o formal."
MEL_Desc_41,44292824276242461,¡Argh! ¿quién osa admirar mis poderosos muslos?
MEL_Desc_42,44292824276242462,Posible y literalmente usado por generaciones pasadas.
MEL_Desc_43,44292824276242463,"Dije que eres medio creepy, no un creep total. Hay una diferencia, aunque mínima."
MEL_Name_43,19687531128807427,Piernas de trepador
MEL_Desc_44,44292824276242464,Aquí nadie mira hacia abajo. Probablemente sea lo mejor.
MEL_Name_44,19687531128807428,Piernas de cíclope
MEL_Desc_45,44292824276242465,Probado en combate y con el sello de Carl.
MEL_Desc_46,44292824276242466,¿Qué tal el clima allá arriba?
MEL_Desc_47,44292824276242467,¡Qué topo tan adorable!
MEL_Desc_48,44292824276242468,¿Por qué sigues caminando como un tonto?
MEL_Desc_49,44292824276242469,"Sí, es carne. Todo es de carne. Ya lo hemos hablado."
MEL_Name_49,19687531128807429,Piernas de piloto de corredor de Tangus
MET_Desc_153,44292824276242470,"¡Uuuuh, qué miedo!"
MET_Desc_154,44292824276242471,Tú eres lo que te hace explotar.
MET_Desc_157,44292824276242472,¡Incluye gumbo gratis! (Oferta no válida en algunos planetas).
MET_Desc_158,44292824276242473,"¡Gíralas, papi!"
MET_Desc_162,44292824276242474,¿De dónde vienen las espadas? ¿Quién sabe?
MET_Desc_164,44292824276242475,¿Quién tiene cohetes? ¡Tú tienes cohetes!
MET_Desc_166,44292824276242476,"¡Arrr, observen mis grandes bíceps!"
MET_Desc_178,44292824276242477,¡Zip y zap!
MET_Name_178,19687531133001729,Torso de mosquitero
MET_Desc_183,44292824276242478,"Algunos juegos solo ponen ojos en las cabezas, ¡pero nosotros no!"
MET_Desc_187,44292824276242479,"Suelta adorables bombas andantes. ¡Clic, clac, BOOM!"
MET_Desc_189,44292824276242480,Clásico.
MET_Desc_191,44292824276242481,Absorbe a tus enemigos hasta la última gota.
MET_Desc_193,44292824276242482,¡Servicio de entrega de donas alienígenas!
MET_Name_193,19687531133001730,Torso de zorpjet
MET_Desc_197,44292824276242483,Usado por los mejores de los mediocres.
PE_Desc_25,45470492428066816,Amerizaje
PE_Desc_54,45470492470009856,Robo del tesoro
PE_Desc_116,56885979705540608,¡Alinea los cristales!
PF_Name_49,43898315618639872,Reaparición 1.2
PF_Name_50,43942200373927936,Reaparición saludable 1.2
PF_Name_51,43942200378122240,Reaparición saludable 1.3
PF_Name_52,51528552074436608,Franken frito v2
PF_Name_53,51548702039334912,Franken frito v3
PF_Name_54,51548702039334913,Franken frito v4
PF_Name_55,51548702039334914,Exámenes parciales del lunes por la noche v2
PF_Name_56,51497077471961092,Exámenes parciales del lunes por la noche v3
PF_Name_57,51497077471961093,Exámenes parciales del lunes por la noche v4
PF_Name_58,51597951263301632,Sistema aleatorio v1
PF_Name_59,51597951263301633,Sistema aleatorio v2
PF_Name_60,51597951263301634,Sistema aleatorio v3
PF_Name_61,51597951263301635,Sistema aleatorio v4
PF_Name_62,53001828437057536,Rangos de ascensión
PF_Name_63,53001828437057537,Dificultad Ardiente
PF_Name_64,53001828437057538,Dificultad Pesadilla
PF_Name_65,53001828437057539,Dificultad Picante
PF_Name_66,55558274441797632,Seguro médico 1.3
PF_Name_67,55558274441797633,Seguro médico 1.4
SS_BossName_2,45462395923980288,Los Padres Fundidores
TPUP_Desc_1_0,54070344137302016,"¡Ahora puedes usar la <color=#FF3667>Terminal galáctica</color> para cambiar de destino!<br>Cada vez que desbloquees un nuevo sistema, estará disponible aquí.<br>También puedes usarlo para ajustar la <color=#FF3667>dificultad</color> del juego."
TPUP_Desc_2_0,54070344145690624,"No puedes detenerlos; solo puedes retrasarlos.<br><br><color=#FF3667>Completa directivas para hacerlos retroceder</color>, incluso después de que llegan. Si descuidas tus directivas, se <color=#FF3667>enfurecen</color> y ganan enormes cantidades de <color=#FF3667>salud</color>, <color=#FF3667>daño</color> y <color=#FF3667>velocidad</color>. Mantente en la tarea y podrás obligarlos a replegarse."
TPUP_Desc_2_1,54070344145690625," Al llegar, los Cazadores se vuelven <color=#FF3667>enfurecidos</color>, lo que hace que escapar sea casi imposible. <br><br>No quieres que se enfurezcan. Ya te advertí."
TPUP_Desc_2_2,54070344145690626,"Tras llegar, los Cazadores pronto se vuelven <color=#FF3667>enfurecidos</color>, lo que dificulta al máximo escapar.<br> Aún es posible <color=#FF3667> desaparecer</color> Cazadores enfurecidos al cumplir directivas, pero eso es jugársela mucho."
TPUP_Desc_3_0,54070344145690627,"¡Ahora tienes acceso a la <color=#FF3667>Terminal de estilos</color>!<br><br>Lleva hasta 3 prendas de estilo a tu partida para obtener <color=#FF3667>mejoras especiales</color>. Cada accesorio tiene una función diferente, ¡así que colecciónalos todos para adaptarlos a tu estilo de juego!"
TPUP_Desc_4_0,54089774091198464,"¡Ahora tienes acceso a los <color=#FF3667>Rangos de Ascenso</color>!<br><br>Solo disponible en la <color=#FF3667>dificultad Pesadilla</color>, activa esta opción para agregar modificadores de dificultad a cada nivel."
TPUP_Desc_5_0,55533248523001856,¡Ahora tienes acceso a la <color=#FF3667>Terminal de beneficios del empleado</color>!<br><br> • Reclama esas prestaciones <br> • ¡NO se brinda cobertura a los dependientes!
TPUP_Desc_6_0,55533248523001858,<color=#FF3667>Los depósitos minerales</color> ahora aparecen en tu <color=#FF3667>brújula</color>.<br>Encuéntralos para recolectar valiosos <color=#FF3667>recursos</color> para crear y comerciar.
TPUP_Desc_7_0,55533248523001860,<color=#FF3667>Los gastronautas antiguos</color> ahora aparecen en tu <color=#FF3667> brújula</color>.<br>Encuéntralos para recolectar valiosos <color=#FF3667>recursos</color> para crear y comerciar.
TPUP_Desc_8_0,55533248523001862,<color=#FF3667>Las fosas de pesca</color> ahora aparecen en tu <color=#FF3667>brújula</color>.<br>Encuéntralas para recolectar valiosos <color=#FF3667>recursos</color> para crear y comerciar.
TPUP_Desc_9_0,55533248523001863,¡Ahora tienes acceso a la <color=#FF3667>Terminal definitiva</color>!<br><br>Accede a la terminal para desbloquear <color=#FF3667>poderosas habilidades</color> y úsalas en tus partidas.
TPUP_Desc_10_0,55533248523001864,La <color=#FF3667>Terminal de armas</color> se encuentra junto al campo de tiro.<br><br> • Desbloquea nuevas armas<br> • Aumenta el rango de tu arma para obtener puntos de rango.<br> • Asigna puntos de rango para mejorar el poder de las armas<br> • Prueba las armas en el campo de tiro.
TPUP_Title_2_0,54078995149348865,Temporizador de caza
TPUP_Title_6_0,55533248523001857,Minería
TPUP_Title_7_0,55533248523001859,Usar la motosierra
TPUP_Title_8_0,55533248523001861,Pesca
VO_Transcript_123,45655991566458880,"Cuando estés listo para pelear, ven al ring y búscame."
VO_Transcript_125,55603792934895616,"¡Oye, por aquí! ¡Reset necesita ayuda!"
VO_Transcript_126,55603792968450048,Destruye esos generadores para derribar el escudo.
VO_Transcript_127,55603792968450049,"Calipso parece distraído, así que Reset seguirá adelante."
VO_Transcript_128,55603792968450050,Reset está en problemas. ¿Podrías echarle una mano?
VO_Transcript_129,55603792968450051,Quizás nos veamos luego. ¡Adiós!
VO_Transcript_130,55603792968450052,Gracias por tu ayuda. 
VO_Transcript_131,55603792968450053,¿Ves esas grandes cabezas de piedra?
VO_Transcript_132,55603792968450054,¡Tíralos a las tuberías para estropear los generadores!
VO_Transcript_133,55603792968450055,¡Lo estás consiguiendo! ¡Sigue así!
70251a9670894e1685d2b10b35d46f9c_54_0,63562852086874112,Encuentra el cofre del tesoro
CQ_Name_87,60548818372911104,Destructor de mundos
CQ_Desc_87,60548818398076928,"Blandito. Veinticinco planetas. Necesito que evacues veinticinco planetas. Le dije a toda la tripulación que este plan ya está en vigor. Les dije que todo va bien, por lo que necesitamos empezar."
CQ_Name_88,60548818398076929,Destructor de mundos v2
CQ_Desc_88,60548818398076930,"Cincuenta planetas. Mira, es posible que ya le haya dicho a alguien que alcanzaste cincuenta. No recuerdo por qué lo dije, pero así fue. Ya están enterados, entonces necesito que sí llegues a esa cifra."
CQ_Name_89,60548818398076931,Destructor de mundos v3
CQ_Desc_89,60548818398076932,Evacuaste setenta y cinco planetas. El departamento de viajes registró tu logro. Resulta que EXISTE una tabla de liderazgo y ya apareces en ella. Estás entre los mejores diez.
CQ_Name_90,60548818398076933,Destructor de mundos v4
CQ_Desc_90,60548818398076934,"Fui a una cena y puede ser que haya hecho ciertos comentarios... sobre ti y tus cifras de evacuación. Son cifras altas. Todos en la cena quedaron impresionados y necesito que se vuelvan realidad. Ten encargo cien planetas, Blandito. Por fa."
CQ_Name_91,60548818398076935,Destructor de mundos v5
CQ_Desc_91,60548818398076936,Una vez di un discurso en una conferencia de la industria. Mencioné tu nombre y una cifra. También comenté que esa cifra ya se había conseguido y que eras el mejor evacuador en la historia de Rangus S.A. La audiencia aplaudió y no puedo dejar de pensar en ello. Ciento cincuenta planetas.
CQ_Name_92,64263989754847232,Ese pez vino de la luna
CQ_Desc_92,64263989780013056,"Nuestras ofertas lunares son un misterio, incluso para mí, que soy el que las vende. ¿Por qué no investigas por mí? Encuentras las fosas lunares, atrapa lo que hay ahí y avísame. Esta es una investigación. Sí, una investigación."
CQ_Name_93,64263989780013057,Máquina de pesca
CQ_Desc_93,64263989780013058,"Mira, Blandito, pescar en una fosa de lodo no es nada glamoroso, pero estás hecho de carne, y eso tampoco lo es. Entonces así nos tocó vivir. Atrapa todo, usa guantes. Espero."
CQ_Name_94,64263989780013059,Pescador omnipotente
CQ_Desc_94,64263989780013060,"El pescado de la fosa de salmuera es nuestro platillo más exclusivo del menú. Los clientes pagan el triple por ello y no entienden por qué. Ni yo lo entiendo, y está bien. Atrapa todo sin caerte."
CRN_DetailTitle_4,63842973337509888,FORMAS DE OBTENER:
CRN_Detail_4,63842973312344064,Sube de rango como empleado de Rangus
CRN_Detail_7,63842973337509889,Al completar directivas principales<br>Al completar directivas secundarias
CRN_Detail_26,63842973337509890,Los puntos se obtienen al completar las directivas secundarias.
CRN_Detail_28,63911671972749312,Completando la pelea contra el jefe Frankenvania
CRN_Detail_29,63911671993720832,Completa los planetas de la facción Franken
CRN_Detail_30,63911671993720833,Completa la pelea contra el jefe Exámenes parciales del lunes por la noche
CRN_Detail_31,63911671993720834,Completa planetas de la facción mutante
CRN_DetailTitle_32,63842973337509892,ENCONTRADO EN:
CRN_Detail_32,63842973337509891,Fosas de agua
CRN_Desc_37,63842973337509893,"¡Oh, Dios mío! ¿Qué demonios pescamos?"
CRN_Detail_37,63842973337509894,Fosas de limo
CRN_Desc_38,63842973337509895,"Hace tiempo, era un pez normal, pero después de años de exposición a los desechos de una fábrica de jochos bebibles, se convirtió en esto."
CRN_Desc_39,63842973337509896,"Hasta el día de hoy, nadie sabe con certeza de dónde sacan los esnórqueles. ¿Quizás nacieron con ellos? ¿Quizás sea por practicar esnórquel?"
CRN_Desc_40,63842973337509897,"Oye, te echo un tentáculo. ¡Hoy por ti y mañana por mí!"
CRN_Desc_41,63842973337509898,¡Atrapar uno de estos peces siempre nos pone la piel de gallina por la emoción de la captura!
CRN_Detail_42,63842973337509899,Nodos minerales de nivel 2<br>Dificultad Medio o superior<br>Comerciante Mike (Rango de empleado 5+)
CRN_Detail_43,63842973341704192,Nodos minerales de nivel 1<br>Dificultad Medio o superior<br>Comerciante Mike
CRN_Detail_44,63842973341704193,Gastronautas de nivel 1<br>Dificultad Medio o superior<br>Comerciante Mike
CRN_Detail_45,63842973341704194,Gastronautas de nivel 2<br>Dificultad Medio o superior<br>Comerciante Mike (Rango de empleado 5+)
CRN_Detail_46,63842973341704195,Puedes obtenerlos al completar las directivas principales.
CRN_Detail_48,63842973341704196,Nodos minerales de nivel 3<br>Dificultad Picante o superior<br>Comerciante Mike (Rango de empleado 10+)
CRN_Detail_49,63842973341704197,Nodos minerales de nivel 4<br>Dificultad Ardiente o superior<br>Comerciante Mike (Rango de empleado 15+)
CRN_Detail_50,63842973341704198,Nodos minerales de nivel 5<br>Dificultad Pesadilla o superior<br>Comerciante Mike (Rango de empleado superior a 20)
CRN_Detail_51,63842973341704199,Gastronautas de nivel 3<br>Dificultad Picante o superior<br>Comerciante Mike (Rango de empleado 10+)
CRN_Detail_52,63842973341704200,Gastronautas de nivel 4<br>Dificultad Ardiente o superior<br>Comerciante Mike (Rango de empleado 15+)
CRN_Detail_53,63842973341704201,Gastronautas de nivel 5<br>Dificultad Pesadilla o superior<br>Comerciante Mike (Rango de empleado superior a 20)
CRN_Desc_54,63842973341704202,A este pez le gusta ser auténtico. El más auténtico.
CRN_Detail_54,63842973341704203,Fosas lunares
CRN_Desc_55,63842973341704204,"Nadie sabe con seguridad de dónde viene este pez, pero todos saben que es un poco extraño."
CRN_Desc_56,63842973341704205,"Un pez del tamaño de un bocado de una galaxia muy, muy lejana..."
CRN_Desc_57,63842973341704206,Nadando a través del cosmos al igual que la estrella más pequeña en el cielo nocturno.
CRN_Desc_58,63842973341704207,"Este pez vaga por la galaxia sin preocupaciones en el mundo, ya que no considera ningún mundo su hogar."
CRN_Desc_59,63842973341704208,Cuando un grupo de un millón bytes se juntan forman un megabyte.
CRN_Detail_59,63842973341704209,Fosa de lodo
CRN_Desc_60,63842973341704210,"Los encriptores guardan muchos secretos oscuros, pero nunca divulgarán ninguno de ellos."
CRN_Desc_61,63842973341704211,Una amenaza mecánica... ¡con aletas!
CRN_Desc_62,63842973341704212,¿Por qué alguien se molestaría en crear un pulpo robot? Eso ya es muy exagerado.
CRN_Desc_63,63842973341704213,Parece una especie de cíborg crustáceo con un microprocesador en lugar de cerebro. ¡Maravilloso!
CRN_Desc_64,63842973341704214,¡Qué notición! ¿Dónde atrapaste ese saltón?
CRN_Detail_64,63842973341704215,Fosa de salmuera
CRN_Desc_65,63842973341704216,"El morselfin nada con un propósito, y ese propósito es conseguir botana."
CRN_Desc_66,63842973341704217,El único pez conocido en la galaxia con una membresía mensual en el gimnasio.
CRN_Desc_67,63842973341704218,"Contempla el poderoso garragosta en todo su esplendor, porque es glorioso y digno de contemplar."
CRN_Desc_68,63842973341704219,El gran choncho siempre come primero cuando le da ansiedad. Así se convirtió en el grandísimo y el chonchísimo.
CRN_Detail_69,63911671997915136,Se desbloquea con el comerciante Mike al completar un Sistema solar aleatorio en dificultad Difícil o superior
CRN_Detail_70,63911671997915137,Completa planetas de facciones alienígenas
CRT_Name_81,61701631127838720,Cajalatada
CRT_Name_82,61701631132033024,Robobum
CRT_Name_83,64231687884627968,Bobby de papel
CT_Name_6,62027090692661248,Bonificación de empleado 
CT_Name_7,62029080600502272,Épico
CT_Name_8,62029080604696576,Poco común
CT_Name_9,62029080604696577,Raro
CT_Name_10,62030971807981568,Común
FL_Name_27,58751588326432768,Estilo de cazador
FL_Desc_27,58751588355792896,¿Quién caza a los cazadores? Tú. Porque aquí en Rangus Meat S.A. odiamos a esos tipos en particular.
FL_Name_28,58809432610430976,Estilo de tirador
FL_Desc_28,58812300344156160,"Respira más despacio. Afina la puntería. Espera, ¿en serio? ¿la carne inteligente respira? ¿sabes qué? Corre y dispara, todo irá bien."
FL_Name_29,63537517612228608,Estilo alienígena
FL_Desc_29,63537517633200128,Proporciona suficiente potencia de fuego para convencer a cualquier alienígena que se interponga en tu camino de que han cometido un gran error.
FL_Name_30,63537517633200129,Estilo acuático
FL_Desc_30,63537517633200130,Ideal para disuadir a los tiburones de pensar que pareces un bocadillo.
FL_Name_31,63537517633200131,Estlio Franken
FL_Desc_31,63537517633200132,Seamos francos. Esto te da la confianza para enfrentarte a enemigos que parecen sacados del manual de instrucciones.
FL_Name_32,63537517633200133,Estilo insectoide
FL_Desc_32,63537517633200134,Diseñado para neutralizar cualquier cosa con un exoesqueleto que no se llame Beatriz.
FL_Name_33,63537517633200135,Estilo mecánico
FL_Desc_33,63537517633200136,Garantizado para ayudarle a convertir cualquier maquinaria hostil en pilas de piezas inofensivas.
FL_Name_34,63537517633200137,Estilo mutante
FL_Desc_34,63537517633200138,Mantén tu posición contra enemigos que parece que la evolución se aburrió y empezó a crear al azar.
FL_Name_35,63537517633200139,Estilo Omnicarne
FL_Desc_35,63537517633200140,No pasa nada si no tienes nada bueno que decir sobre las Omnicarnes. Ninguno de nosotros lo tiene.
GN_Name_17,64208246938787840,Fosa lunar
HE_Desc_145,58751588359987200,Inflige un +30 % de daño adicional contra cazadores.
HE_Desc_146,58751588359987201,Inflige un +40 % de daño adicional contra cazadores.
HE_Desc_147,58751588359987202,Inflige un +50 % de daño adicional contra cazadores.
HE_Desc_148,63537517637394432,Inflige un +10 % de daño adicional contra alienígenas.
HE_Desc_149,63537517637394433,Inflige un +15 % de daño adicional contra alienígenas.
HE_Desc_150,63537517637394434,Inflige un +20 % de daño adicional contra alienígenas.
HE_Desc_151,63537517637394435,Inflige un +10 % de daño adicional contra enemigos acuáticos.
HE_Desc_152,63537517637394436,Inflige un +10 % de daño adicional contra Franken carnes.
HE_Desc_153,63537517637394437,Inflige un +10 % de daño adicional contra insectoides.
HE_Desc_154,63537517637394438,Inflige un +15 % de daño adicional contra enemigos acuáticos.
HE_Desc_155,63537517637394439,Inflige un +15 % de daño adicional contra Franken carnes.
HE_Desc_156,63537517637394440,Inflige un +15 % de daño adicional contra insectoides.
HE_Desc_157,63537517637394441,Inflige un +20 % de daño adicional contra enemigos acuáticos.
HE_Desc_158,63537517637394442,Inflige un +20 % de daño adicional contra Franken carnes.
HE_Desc_159,63537517637394443,Inflige un +20 % de daño adicional contra insectoides.
HE_Desc_160,63537517637394444,Inflige un +10 % de daño adicional contra máquinas.
HE_Desc_161,63537517637394445,Inflige un +10 % de daño adicional contra mutantes.
HE_Desc_162,63537517637394446,Inflige un +10 % de daño adicional contra omnicarnes.
HE_Desc_163,63537517637394447,Inflige un +15 % de daño adicional contra máquinas.
HE_Desc_164,63537517637394448,Inflige un +15 % de daño adicional contra mutantes.
HE_Desc_165,63537517637394449,Inflige un +15 % de daño adicional contra omnicarnes.
HE_Desc_166,63537517637394450,Inflige un +20 % de daño adicional contra máquinas.
HE_Desc_167,63537517637394451,Inflige un +20 % de daño adicional contra mutantes.
HE_Desc_168,63537517637394452,Inflige un +20 % de daño adicional contra omnicarnes.
ITM_Name_1064,58751588414513152,Cazador I
ITM_Name_1065,58751588414513153,Cazador II
ITM_Name_1066,58751588414513154,Cazador III
ITM_Name_1067,58809432732065792,Tirador I
ITM_Name_1068,58809432732065793,Tirador II
ITM_Name_1069,58809432732065794,Tirador III
ITM_Name_1073,63537517687726080,Acuático I
ITM_Name_1074,63537517687726081,Máquina I
ITM_Name_1075,63537517687726082,Mutante I
ITM_Name_1076,63537517687726083,Franken I
ITM_Name_1077,63537517687726084,Omnicarne I
ITM_Name_1078,63537517687726085,Insectoide I
ITM_Name_1079,63537517687726086,Alienígena I
ITM_Name_1080,63537517687726087,Acuático II
ITM_Name_1081,63537517687726088,Máquina II
ITM_Name_1082,63537517687726089,Mutante II
ITM_Name_1083,63537517687726090,Franken II
ITM_Name_1084,63537517687726091,Omnicarne II
ITM_Name_1085,63537517687726092,Insectoide II
ITM_Name_1086,63537517687726093,Alienígena II
ITM_Name_1087,63537517687726094,Acuático III
ITM_Name_1088,63537517687726095,Máquina III
ITM_Name_1089,63537517687726096,Mutante III
ITM_Name_1090,63537517687726097,Franken III
ITM_Name_1091,63537517687726098,Omnicarne III
ITM_Name_1092,63537517687726099,Insectoide III
ITM_Name_1093,63537517687726100,Alienígena III
ITM_Attr_509,64221606589751296,{0:|+|+|+}{0:percent()}% Mejor suerte con recompensas al subir de nivel
ITM_Attr_510,64221606593945600,Mejor suerte con las recompensas al subir de nivel x{0:0.##}
PE_Desc_85,63562852170760192,Partida con torreta
PLN_Name_25,63252864435216384,Portal Omni
RF_Name_1,63521298457751552,Dr. Brad Sideman
